Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/13/2013,0,0,0,350,,0,0,203,0,0,1859,0,2062,2412
6/14/2013,0,0,0,350,,0,0,203,0,0,1860,0,2063,2413
6/15/2013,0,0,0,5977,,0,0,5796,137,665,1716,0,8314,14291
6/16/2013,695,0,695,8990,,0,0,4042,0,0,1672,0,5714,15399
6/17/2013,931,0,931,14966,,0,0,728,0,0,6946,668,8342,24239
6/18/2013,1701,0,1701,49608,,0,0,3426,0,0,2184,0,5610,56919
6/19/2013,4531,1717,6248,134390,,0,0,6950,507,0,1420,0,8877,149515
6/20/2013,6470,918,7388,154922,,0,0,1980,0,0,722,0,2702,165012
6/21/2013,11999,1359,13358,188602,,0,0,4652,359,0,1391,0,6402,208362
6/22/2013,13445,1865,15310,214747,,0,0,1722,0,0,244,0,1966,232023
6/23/2013,14255,1226,15481,200692,,0,0,2198,0,0,502,0,2700,218873
6/24/2013,3718,0,3718,141382,,0,0,5554,0,648,584,0,6786,151886
6/25/2013,2829,526,3355,122237,,0,0,5917,693,669,1159,0,8438,134030
6/26/2013,4400,555,4955,128045,,0,0,1799,0,0,1240,0,3039,136039
6/27/2013,4638,355,4993,105346,,0,0,1685,0,996,0,0,2681,113020
6/28/2013,1144,335,1479,108353,,0,0,781,0,0,1432,0,2213,112045
6/29/2013,3926,646,4572,141261,,0,945,716,0,0,0,0,716,147494
6/30/2013,3890,875,4765,144936,,0,0,1574,0,1065,1990,0,4629,154330
7/1/2013,1278,965,2243,128663,,0,0,1695,0,0,867,0,2562,133468
7/2/2013,8498,2426,10924,101511,,0,966,0,0,611,330,1150,2091,115492
7/3/2013,9325,360,9685,105190,,0,0,1069,0,0,782,408,2259,117134
7/4/2013,3284,0,3284,120509,,0,0,4610,0,0,1065,0,5675,129468
7/5/2013,7824,0,7824,98648,,0,0,1025,0,346,1357,814,3542,110014
7/6/2013,5160,375,5535,66960,,0,0,5483,570,1066,1127,0,8246,80741
7/7/2013,697,858,1555,59924,,0,0,2788,242,0,614,419,4063,65542
7/8/2013,2485,0,2485,46103,,0,0,5671,0,0,790,350,6811,55399
7/9/2013,1000,0,1000,35979,,0,0,6887,0,442,846,475,8650,45629
7/10/2013,294,153,447,30313,,0,0,3516,0,964,697,169,5346,36106
7/11/2013,432,226,658,32789,,0,0,3995,0,1417,824,249,6485,39932
7/12/2013,227,0,227,44496,,0,638,2572,477,342,462,929,4782,50143
7/13/2013,158,343,501,41736,,0,203,9088,195,683,266,345,10577,53017
7/14/2013,85,186,271,25670,,0,137,5362,131,370,158,187,6208,32286
7/15/2013,0,0,0,11807,,0,300,3979,0,1099,502,603,6183,18290
7/16/2013,168,0,168,10035,,0,0,2098,318,1960,614,142,5132,15335
7/17/2013,151,0,151,10352,,0,0,1936,287,2127,630,171,5151,15654
7/18/2013,0,0,0,13844,,0,0,2677,0,2019,0,0,4696,18540
7/19/2013,350,0,350,,16507,0,0,1012,0,137,113,291,1553,18410
7/20/2013,100,0,100,,9238,0,119,2156,0,3064,420,0,5640,15097
7/21/2013,84,0,84,,6820,0,100,1725,0,2366,335,0,4426,11430
7/22/2013,129,0,129,,8909,0,145,2963,0,2317,72,147,5499,14682
7/23/2013,0,0,0,,15424,86,0,3844,130,1768,592,197,6531,22041
7/24/2013,0,0,0,,14573,89,0,3636,134,1653,562,204,6189,20851
7/25/2013,0,0,0,,15718,0,0,6200,93,5099,340,370,12102,27820
7/26/2013,0,0,0,,26200,115,0,8207,0,7630,436,0,16273,42588
7/27/2013,0,0,0,,13785,271,0,10435,560,5932,257,110,17294,31350
7/28/2013,0,0,0,,7728,154,0,7309,405,4307,204,87,12312,20194
7/29/2013,0,0,0,,1329,0,0,5361,1807,9968,1056,328,18520,19849
7/30/2013,0,0,0,,1080,0,1554,5212,0,12496,1809,0,19517,22151
7/31/2013,0,0,0,,26920,163,0,851,1017,10936,431,412,13647,40730
8/1/2013,143,0,143,,31381,1181,618,12536,992,7776,475,737,22516,55839
8/2/2013,92,0,92,,15799,657,401,8109,639,4935,303,477,14463,31412
8/3/2013,0,0,0,,2610,1160,0,10812,366,12855,366,398,24797,28567
8/4/2013,0,0,0,,2389,1109,0,10243,355,12384,332,371,23685,27183
8/5/2013,0,0,0,,1431,210,0,8128,1512,13354,237,0,23231,24872
8/6/2013,0,0,0,,1038,92,0,11538,660,7857,91,0,20146,21276
8/7/2013,0,0,0,,18001,179,0,11704,250,4250,97,463,16764,34944
8/8/2013,0,0,0,,6833,1659,0,9279,0,7037,428,722,17466,25958
8/9/2013,0,0,0,,4653,1555,0,4524,112,3930,92,982,9640,15848
8/10/2013,0,0,0,,22791,949,0,7014,111,7388,0,454,14967,38707
8/11/2013,0,0,0,,11368,5460,0,9965,0,4366,0,0,14331,31159
8/12/2013,0,0,0,,2223,3400,0,8003,0,3994,0,630,12627,18250
8/13/2013,0,0,0,,613,2656,0,3770,86,6011,0,1393,11260,14529
8/14/2013,0,0,0,,141481,1139,0,7450,0,2999,0,236,10685,153305
8/15/2013,0,0,0,,81950,11435,0,6912,0,4483,0,480,11875,105260
8/16/2013,0,0,0,,8084,6458,0,10999,0,4673,0,654,16326,30868
8/17/2013,0,0,0,,3724,4932,0,6819,0,2755,0,571,10145,18801
8/18/2013,0,0,0,,27307,1075,0,4968,0,2102,403,150,7623,36005
8/19/2013,0,0,0,,44966,1328,0,4187,0,3419,44,617,8267,54561
8/20/2013,0,0,0,,66297,2044,0,5398,0,5083,68,1019,11568,79909
8/21/2013,0,0,0,,42249,3808,0,3869,84,5002,80,1039,10074,56131
8/22/2013,0,0,0,,25779,4537,0,6662,98,1723,0,312,8795,39111
8/23/2013,0,0,0,,11268,4832,0,3558,95,3980,360,1329,9322,25422
8/24/2013,0,0,0,,6292,2072,0,3347,184,1505,74,729,5839,14203
8/25/2013,0,0,0,,19880,5238,0,6132,120,2293,48,2150,10743,35861
8/26/2013,0,0,0,,32888,5800,0,3601,1456,5643,0,367,11067,49755
8/27/2013,0,0,0,,21296,11278,0,3305,172,3694,0,1224,8395,40969
8/28/2013,0,0,0,,8237,5669,0,1929,150,1755,0,807,4641,18547
8/29/2013,0,0,0,,3127,2981,0,2368,0,2061,278,389,5096,11204
8/30/2013,0,0,0,,4978,2481,0,2065,0,2712,60,674,5511,12970
8/31/2013,0,0,0,,4069,1892,0,1564,0,2099,43,487,4193,10154
9/1/2013,0,0,0,,4288,1967,0,1478,0,1866,46,484,3874,10129
9/2/2013,0,0,0,,2494,2423,0,705,367,1586,0,1444,4102,9019
9/3/2013,0,0,0,,4062,2391,0,1305,0,717,90,350,2462,8915
9/4/2013,0,0,0,,6085,624,0,2008,220,914,0,0,3142,9851
9/5/2013,0,0,0,,5377,1540,0,896,0,1453,0,344,2693,9610
9/6/2013,0,0,0,,2374,864,0,1539,199,2615,0,78,4431,7669
9/7/2013,0,0,0,,1382,562,0,1349,264,2087,74,257,4031,5975
