Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/1/2009,0,0,0,0,,0,0,319,132,0,477,62,990,990
6/2/2009,0,0,0,0,,0,0,385,159,0,577,75,1196,1196
6/3/2009,0,0,0,0,,0,0,761,314,295,2443,150,3963,3963
6/4/2009,0,0,0,0,,0,0,697,290,96,1423,137,2643,2643
6/5/2009,0,0,0,0,,0,0,618,259,170,1601,123,2771,2771
6/6/2009,0,0,0,0,,0,0,778,317,212,2194,150,3651,3651
6/7/2009,0,0,0,0,,0,0,756,310,378,2840,148,4432,4432
6/8/2009,0,0,0,64,,0,0,0,0,683,2294,0,2977,3041
6/9/2009,921,0,921,150,,0,0,644,235,41,1316,0,2236,3307
6/10/2009,711,23,734,2995,,0,0,579,0,0,1027,282,1888,5617
6/11/2009,100,98,198,3054,,0,0,2677,158,0,843,0,3678,6930
6/12/2009,950,12,962,2408,,0,0,1853,0,0,723,0,2576,5946
6/13/2009,1007,629,1636,21966,,0,0,1966,0,0,677,0,2643,26245
6/14/2009,1500,303,1803,14666,,0,0,1036,0,0,1011,0,2047,18516
6/15/2009,31,177,208,14612,,0,0,212,0,541,0,181,934,15754
6/16/2009,189,349,538,12496,,0,0,226,0,154,0,0,380,13414
6/17/2009,1891,797,2688,10884,,0,0,385,228,254,311,0,1178,14750
6/18/2009,4824,1725,6549,16940,,0,0,0,145,0,245,0,390,23879
6/19/2009,2108,1680,3788,18826,,0,0,0,0,0,187,0,187,22801
6/20/2009,6785,1390,8175,10564,,0,0,1864,0,848,0,135,2847,21586
6/21/2009,2135,1273,3408,16082,,0,0,0,0,0,196,95,291,19781
6/22/2009,2045,576,2621,13780,,0,0,307,0,380,288,0,975,17376
6/23/2009,3700,1089,4789,16808,,0,0,0,0,0,0,0,0,21597
6/24/2009,4589,3336,7925,30250,,0,0,262,0,0,0,0,262,38437
6/25/2009,1972,2134,4106,49580,,0,0,0,0,0,700,306,1006,54692
6/26/2009,9364,3313,12677,121497,,0,0,0,383,0,693,0,1076,135250
6/27/2009,15879,6203,22082,158695,,0,0,0,0,0,0,0,0,180777
6/28/2009,15159,3107,18266,162108,,0,0,591,0,0,0,0,591,180965
6/29/2009,11378,2643,14021,122381,,0,0,433,0,0,0,0,433,136835
6/30/2009,6472,4011,10483,63404,,0,0,1063,0,0,527,0,1590,75477
7/1/2009,5599,3281,8880,55026,,0,0,1093,0,0,463,0,1556,65462
7/2/2009,2033,504,2537,76547,,0,0,2767,0,0,0,0,2767,81851
7/3/2009,2623,1245,3868,35767,,0,0,5695,0,631,0,1069,7395,47030
7/4/2009,2553,1180,3733,36572,,0,0,5600,0,715,0,1043,7358,47663
7/5/2009,1968,542,2510,56315,,0,0,0,0,732,0,679,1411,60236
7/6/2009,3878,1002,4880,49818,,0,321,4368,0,420,0,551,5339,60358
7/7/2009,4616,1121,5737,60023,,0,216,4970,0,283,0,512,5765,71741
7/8/2009,2659,1207,3866,38972,,0,757,3678,0,1041,148,1246,6113,49708
7/9/2009,1517,677,2194,21730,,0,462,2196,0,595,90,761,3642,28028
7/10/2009,3035,2130,5165,13481,,0,0,1828,0,1144,529,855,4356,23002
7/11/2009,0,975,975,31555,,0,1143,6303,0,0,0,1048,7351,41024
7/12/2009,1257,0,1257,50404,,0,305,2747,0,0,325,1401,4473,56439
7/13/2009,566,0,566,17300,,0,994,9387,0,999,735,566,11687,30547
7/14/2009,394,0,394,11206,,0,609,6622,0,782,530,491,8425,20634
7/15/2009,902,558,1460,10362,,0,0,3560,0,1987,939,698,7184,19006
7/16/2009,145,0,145,7759,,0,663,4488,0,4799,583,386,10256,18823
7/17/2009,354,0,354,13368,,0,654,8728,0,7268,806,380,17182,31558
7/18/2009,0,0,0,6771,,0,0,9721,1207,6598,437,1302,19265,26036
7/19/2009,146,111,257,,5197,0,2041,9112,2408,3858,0,1053,16431,23926
7/20/2009,0,0,0,,3000,0,1188,1720,974,6144,681,590,10109,14297
7/21/2009,0,0,0,,2017,0,910,1078,471,2999,295,286,5129,8056
7/22/2009,0,0,0,,717,0,188,1741,867,6710,82,827,10227,11132
7/23/2009,87,241,328,,1949,0,3376,1997,284,6765,0,125,9171,14824
7/24/2009,0,0,0,,8239,0,317,380,80,5435,127,187,6209,14765
7/25/2009,0,0,0,,1983,0,930,7027,74,3918,0,131,11150,14063
7/26/2009,0,0,0,,1823,0,1712,3674,158,4969,147,215,9163,12698
7/27/2009,0,0,0,,1552,0,1610,3312,146,4444,150,219,8271,11433
7/28/2009,0,0,0,,165,324,4093,1366,2613,1820,0,488,6287,10869
7/29/2009,0,0,0,,1002,0,2298,2639,0,4780,152,154,7725,11025
7/30/2009,0,0,0,,1071,74,0,5550,0,10015,0,814,16379,17524
7/31/2009,112,0,112,,3819,0,154,4739,0,2126,0,584,7449,11534
8/1/2009,0,0,0,,4759,56,1076,2560,0,5840,462,419,9281,15172
8/2/2009,0,0,0,,23905,1185,489,5239,232,5783,0,668,11922,37501
8/3/2009,0,0,0,,12157,583,459,3336,218,3751,0,627,7932,21131
8/4/2009,0,0,0,,392,0,145,402,0,14642,0,873,15917,16454
8/5/2009,0,0,0,,117,1602,0,4952,680,7409,92,632,13765,15484
8/6/2009,0,0,0,,637,1134,0,2748,171,9408,345,531,13203,14974
8/7/2009,0,0,0,,2601,1094,0,3183,0,4773,0,523,8479,12174
8/8/2009,0,0,0,,1405,1356,2144,1456,253,5319,65,269,7362,12267
8/9/2009,0,0,0,,4624,3579,191,1986,103,3189,0,951,6229,14623
8/10/2009,0,0,0,,17829,1458,0,4929,2137,5621,0,671,13358,32645
8/11/2009,0,0,0,,42332,11847,2769,6223,0,11063,110,263,17659,74607
8/12/2009,0,0,0,,41073,12060,0,997,202,8374,383,521,10477,63610
8/13/2009,0,0,0,,13126,14503,0,1130,0,6752,1252,767,9901,37530
8/14/2009,0,0,0,,3058,9426,2003,4724,0,3644,426,322,9116,23603
8/15/2009,0,0,0,,2504,8522,0,5981,186,2834,162,316,9479,20505
8/16/2009,0,0,0,,175,4566,0,9776,1056,1749,0,249,12830,17571
8/17/2009,0,0,0,,761,3855,312,10845,0,4971,0,374,16190,21118
8/18/2009,0,0,0,,3369,8698,0,4991,403,2105,0,2031,9530,21597
8/19/2009,0,0,0,,6003,11426,0,1172,0,6851,0,328,8351,25780
8/20/2009,0,0,0,,4561,11330,0,816,140,6036,0,1349,8341,24232
8/21/2009,0,0,0,,12780,20164,0,3561,0,459,0,0,4020,36964
8/22/2009,0,0,0,,8666,17676,0,1611,220,151,0,670,2652,28994
8/23/2009,0,0,0,,2848,14125,0,1249,235,497,143,603,2727,19700
8/24/2009,0,0,0,,2671,12896,0,908,0,292,79,644,1923,17490
8/25/2009,0,0,0,,1323,6831,0,2890,1413,1437,0,1758,7498,15652
8/26/2009,0,0,0,,1058,6206,0,3073,1464,1702,0,2941,9180,16444
8/27/2009,0,0,0,,584,4836,0,2200,1244,1384,0,1588,6416,11836
8/28/2009,0,0,0,,237,7970,0,260,1427,380,0,318,2385,10592
8/29/2009,0,0,0,,1918,3668,0,4695,0,134,0,98,4927,10513
8/30/2009,0,0,0,,93,7912,0,525,80,1564,0,232,2401,10406
8/31/2009,0,0,0,,3083,5739,0,499,0,0,0,0,499,9321
9/1/2009,0,0,0,,3596,6119,0,467,0,0,0,0,467,10182
9/2/2009,0,0,0,,2389,2471,0,2991,0,2549,0,0,5540,10400
9/3/2009,0,0,0,,1626,3234,0,2152,0,3519,0,0,5671,10531
9/4/2009,0,0,0,,3302,4628,0,1370,0,416,0,0,1786,9716
9/5/2009,0,0,0,,4182,2030,0,1906,222,152,0,0,2280,8492
9/6/2009,0,0,0,,5766,1182,0,659,234,399,93,72,1457,8405
9/7/2009,0,0,0,,183,4414,0,2589,0,564,0,556,3709,8306
