Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
5/31/2017,162,0,162,2471,,0,0,553,404,897,751,1087,3692,6325
6/1/2017,207,0,207,2928,,0,0,666,397,883,767,1125,3838,6973
6/2/2017,485,0,485,5483,,0,0,1605,228,362,182,1232,3609,9577
6/3/2017,359,0,359,5584,,0,0,1420,279,484,965,876,4024,9967
6/5/2017,1132,869,2001,5980,,0,0,3130,258,285,1147,366,5186,13167
6/7/2017,764,0,764,8396,,0,0,1350,470,1294,687,389,4190,13350
6/8/2017,2693,0,2693,4568,,0,0,837,1089,868,683,2263,5740,13001
6/9/2017,5351,1320,6671,10913,,0,0,309,428,946,940,880,3503,21087
6/10/2017,1099,352,1451,19212,,0,0,1321,370,817,750,760,4018,24681
6/11/2017,3513,737,4250,7467,,0,0,2110,287,389,1335,306,4427,16144
6/12/2017,5458,573,6031,19253,,0,0,967,448,670,2300,2569,6954,32238
6/13/2017,2180,197,2377,10308,,0,0,5284,1040,1206,1358,748,9636,22321
6/15/2017,5610,1815,7425,97798,,0,0,7942,265,2441,2046,643,13337,118560
6/16/2017,7204,2047,9251,111187,,0,0,6107,623,1188,1122,3075,12115,132553
6/19/2017,8119,2287,10406,187011,,0,0,10994,2462,1245,924,861,16486,213903
6/20/2017,8320,1761,10081,85803,,0,0,2948,1404,0,0,0,4352,100236
6/21/2017,25702,0,25702,284951,,0,0,4169,2284,0,872,0,7325,317978
6/23/2017,14697,7761,22458,222811,,0,0,3503,472,652,0,419,5046,250315
6/25/2017,1380,1921,3301,37412,,0,0,10116,284,3594,1349,1263,16606,57319
6/26/2017,8812,403,9215,123733,,0,0,7970,535,2602,1194,1374,13675,146623
6/27/2017,7348,0,7348,132573,,0,534,2176,1033,473,0,530,4212,144667
7/1/2017,2171,1374,3545,55843,,0,533,11383,243,4056,441,535,16658,76579
7/2/2017,4780,353,5133,59538,,0,0,4847,209,1025,0,0,6081,70752
7/3/2017,5353,1345,6698,39854,,0,0,829,2499,6508,531,316,10683,57235
7/4/2017,1552,1125,2677,48682,,0,0,1903,1189,1681,0,0,4773,56132
7/6/2017,1683,1315,2998,57474,,0,0,2150,684,3374,729,177,7114,67586
7/7/2017,1391,314,1705,109692,,0,453,1078,1092,11830,1617,1429,17046,128896
7/9/2017,2215,1872,4087,50828,,0,2765,2095,471,15488,0,1113,19167,76847
7/10/2017,1399,441,1840,41497,,0,2202,11779,247,3848,0,860,16734,62273
7/11/2017,721,264,985,21900,,0,1205,6875,146,2298,0,511,9830,33920
7/12/2017,993,91,1084,17816,,0,2443,8756,637,2449,133,410,12385,33728
7/13/2017,1025,91,1116,18175,,0,2503,8966,650,2498,133,424,12671,34465
7/14/2017,1021,1711,2732,6405,,0,2471,11855,1763,3619,0,277,17514,29122
7/16/2017,222,33,255,2056,,0,4387,2310,700,8128,250,221,11609,18307
7/17/2017,208,52,260,3199,,0,3344,1640,810,7333,391,0,10174,16977
7/18/2017,107,0,107,6343,,0,4122,6753,1020,3865,0,686,12324,22896
7/23/2017,142,301,443,,11982,243,5139,4701,529,1936,0,600,7766,25573
7/24/2017,0,222,222,,6126,116,3533,3483,199,1791,0,948,6421,16418
7/30/2017,0,0,0,,63714,294,6295,5488,146,3872,0,0,9506,79809
7/31/2017,0,0,0,,27263,178,3832,3363,88,2120,0,0,5571,36844
8/1/2017,263,0,263,,5751,440,4885,3122,203,2370,268,179,6142,17481
8/3/2017,0,0,0,,10637,357,1321,1422,105,1996,0,1102,4625,16940
8/4/2017,0,0,0,,20594,530,2426,2112,155,2964,0,1637,6868,30418
8/5/2017,0,0,0,,9837,1013,4294,6548,627,1986,0,414,9575,24719
8/6/2017,0,103,103,,2469,484,2556,4550,62,3334,57,1168,9171,14783
8/7/2017,0,0,0,,5035,441,2805,1548,280,1077,0,1144,4049,12330
8/8/2017,190,0,190,,6268,411,499,1130,406,2730,150,564,4980,12348
8/9/2017,245,0,245,,8215,471,692,1406,466,3471,193,683,6219,15842
8/10/2017,251,0,251,,6415,1383,1162,3033,125,1711,0,0,4869,14080
8/11/2017,0,177,177,,4557,597,650,1993,204,3450,0,0,5647,11628
8/12/2017,0,0,0,,3112,599,856,2136,272,1568,61,600,4637,9204
8/13/2017,0,0,0,,26535,3790,6383,12685,1891,10851,476,3462,29365,66073
8/20/2017,0,0,0,,15666,5570,0,7574,545,608,356,95,9178,30414
8/25/2017,0,0,0,,21722,4609,0,3821,180,182,0,1316,5499,31830
8/26/2017,0,0,0,,13126,4988,0,5848,332,1047,0,532,7759,25873
8/29/2017,0,0,0,,31849,3363,0,5175,581,535,0,421,6712,41924
8/31/2017,0,0,0,,7203,6450,0,2368,261,1109,0,521,4259,17912
9/2/2017,0,0,0,,10874,3458,0,354,972,315,0,1005,2646,16978
9/3/2017,0,0,0,,12785,3914,0,2716,533,0,0,1099,4348,21047
9/4/2017,0,0,0,,8643,5099,0,3148,521,1531,0,597,5797,19539
9/5/2017,0,0,0,,6105,3287,0,4163,208,395,0,337,5103,14495
9/6/2017,0,0,0,,3206,2162,0,2639,363,919,0,285,4206,9574
9/7/2017,0,0,0,,2671,1100,0,3241,125,1213,109,791,5479,9250
6/4/2017,794,0,794,5890,,0,0,1062,0,378,968,1936,4344,11028
6/6/2017,1454,389,1843,10204,,0,0,30,0,503,1646,826,3005,15052
6/14/2017,14842,2276,17118,135953,,0,0,283,0,1618,0,369,2270,155341
6/17/2017,7924,308,8232,59529,,0,0,2009,0,175,364,331,2879,70640
6/18/2017,16775,625,17400,144351,,0,0,4250,0,356,1035,917,6558,168309
6/22/2017,6276,1344,7620,269131,,0,0,9047,0,2434,829,1814,14124,290875
6/24/2017,7173,3138,10311,143035,,0,415,2583,0,1307,169,0,4059,157820
6/28/2017,5159,1452,6611,70052,,0,0,5060,0,463,412,1720,7655,84318
6/29/2017,8212,0,8212,121879,,0,0,5389,0,619,432,2422,8862,138953
6/30/2017,4704,1058,5762,97441,,0,0,6463,0,1925,217,2200,10805,114008
7/5/2017,2463,0,2463,20560,,0,0,5773,0,3251,352,338,9714,32737
7/8/2017,3376,874,4250,85401,,0,2613,6014,0,7878,0,1342,15234,107498
7/15/2017,327,357,684,5165,,0,2855,7288,0,6610,0,703,14601,23305
7/19/2017,847,0,847,,40875,0,15935,10683,0,571,379,367,12000,69657
7/20/2017,188,0,188,,103862,0,8675,8027,0,5043,197,0,13267,125992
7/21/2017,86,0,86,,51416,0,4191,3776,0,2403,90,0,6269,61962
7/25/2017,110,0,110,,4351,0,6489,1346,0,4888,73,655,6962,17912
7/26/2017,137,0,137,,9730,0,9615,2804,0,6385,312,813,10314,29796
7/29/2017,334,0,334,,37150,370,7404,2212,0,1415,0,337,3964,49222
8/2/2017,113,0,113,,3074,626,2830,3570,0,968,0,326,4864,11507
7/22/2017,0,0,0,,8877,0,14202,3860,0,3677,0,1022,8559,31638
7/27/2017,0,145,145,,33362,116,6269,3774,0,2657,0,137,6568,46460
7/28/2017,0,0,0,,19997,411,5780,5809,0,2345,123,0,8277,34465
8/14/2017,0,0,0,,236252,8633,0,1061,0,2783,0,1480,5324,250209
8/15/2017,0,0,0,,255251,9552,0,1150,0,3105,0,1750,6005,270808
8/16/2017,0,0,0,,314791,11357,0,1248,0,3263,0,1720,6231,332379
8/17/2017,0,0,0,,131998,21647,1552,10273,0,1956,0,701,12930,168127
8/18/2017,0,0,0,,50576,8992,665,3519,0,612,0,643,4774,65007
8/19/2017,0,0,0,,32911,5020,895,5459,0,1419,0,1215,8093,46919
8/21/2017,0,0,0,,26158,6651,339,2699,0,301,0,122,3122,36270
8/22/2017,0,0,0,,23642,5860,206,2358,0,394,0,160,2912,32620
8/23/2017,0,0,0,,21094,4165,706,5715,0,1193,0,935,7843,33808
8/24/2017,0,0,0,,17080,4081,603,4395,0,1190,0,766,6351,28115
8/27/2017,0,0,0,,15966,4910,0,3672,0,441,0,1359,5472,26348
8/28/2017,0,0,0,,20900,6422,0,4777,0,622,0,1753,7152,34474
8/30/2017,0,0,0,,11685,7346,0,6701,0,1903,0,474,9078,28109
9/1/2017,0,0,0,,6573,4814,0,2066,0,0,0,561,2627,14014
