Date,CHINOOK,JACK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER
6/11/2001,1055433.281,,,,,,381343.9938,,156897.3143,4818286.674,
6/12/2001,2807888.217,645217.4628,,,,,243311.0569,,40610.3855,2044694.596,51727.9256
6/13/2001,11098829.97,14623.3626,55819.49137,,,,,,,6424.767665,53555.88284
6/14/2001,5280831.641,233066.3646,376534.3075,,,,,,406752.0924,98935.34612,
6/15/2001,636801.5192,22072.99124,171542.7905,,,,316371.1782,,,247906.5266,
6/16/2001,1770904.339,33018.77864,295886.1473,,,,636670.5632,,,490180.4602,
6/17/2001,2939751.591,4524.468981,4168781.123,,,,18082.73577,21544.50607,,50626.82637,9928.617009
6/18/2001,4208506.808,6439.444607,5958396.588,,,,25736.23023,30663.19032,,72012.80615,14130.89128
6/19/2001,1607351.283,66048.20321,10993889.68,,,,201380.4206,,37102.03123,45039.89548,26590.26566
6/20/2001,1171690.062,449106.771,12254601.73,,,,481781.3137,,,,
6/21/2001,190437.4062,19307.73812,14765470.28,,,,816289.446,,,,297239.4398
6/22/2001,120975.7671,61025.28252,1765678.679,,,,215669.2608,,53280.30638,,
6/23/2001,655896.6499,919.5806724,1647610.961,,,,,,,,
6/24/2001,1298116.652,82730.59646,6543198.859,,,,123921.705,,,,
6/25/2001,4505275.235,61618.2302,8871064.157,,,,34625.5039,,15202.57931,18449.07031,
6/26/2001,1678330.585,144700.7582,3488791.235,,,,,80392.85855,,32286.58156,
6/27/2001,9171368.954,57161.22314,17093186.69,,,,392618.2216,,,40336.32388,
6/28/2001,4211329.941,140619.6028,12900757.24,,,,275890.155,,33870.86222,,
6/29/2001,5330187.687,152283.2134,6900174.835,,,,,17080.7816,,,8672.301705
6/30/2001,600745.2101,80716.17375,16796552.16,,,,696994.7336,,,,
7/1/2001,540490.8604,72976.13122,15927301.12,,,,559924.3493,,,,
7/2/2001,2629215.782,2761.44266,2893113.838,,,,56814.57513,,,19436.13938,7246.581191
7/3/2001,154117.4251,3591233.418,4136305.505,,,,30411.18429,9513.339975,,12510.01689,
7/4/2001,149244.4693,3283359.278,3820548.089,,,,31214.00391,9764.480999,,12840.26667,
7/5/2001,432351.7479,18394.91461,1670345.397,,,,,,,25770.74464,
7/6/2001,248001.2611,467703.8167,597269.9384,,,,262699.3533,,,34233.81496,50490.40123
7/7/2001,718494.9007,19196.57036,1986652.6,,,,197753.7529,,13122.52958,,34358.43227
7/8/2001,812359.9324,11188.10579,6060105.888,,,,47850.87073,,,7247.06139,
7/9/2001,588660.6195,13537.81073,6972515.524,,,,57900.42064,,,8769.075597,
7/10/2001,1802538.358,22142.67195,11670186.72,,,,1886079.403,8919.536351,48745.41517,50746.60717,36704.24011
7/11/2001,1684878.352,17013.27555,9781993.515,,,,1644507.186,6853.307049,37453.43751,38991.04919,28201.62591
7/12/2001,1109285.061,14272.67378,4861999.74,,,,1181469.46,5749.334721,31420.2103,32710.13415,23658.73671
7/13/2001,817763.9899,17694.502,3363772.032,,,,1101613.945,7127.719464,38953.10595,40552.28494,29330.8437
7/14/2001,721452.3282,11679.04263,5249725.055,,,,845455.9926,4704.565263,25710.52776,26766.04656,19359.46962
7/15/2001,685964.7083,11799.28893,4979897.784,,,,826207.4912,4753.003016,25975.24089,27041.62722,19558.79286
7/16/2001,582122.5593,12005.45072,4394256.23,,,,765198.6211,4836.049341,26429.09044,27514.10909,19900.53173
7/17/2001,133719.6105,,1515404.488,,,121467.9492,465885.9806,,134658.1249,1699399.017,17038.91481
7/18/2001,144142.6975,,2005783.74,,,108521.1242,436913.6065,,141370.35,3044340.642,15222.79911
7/19/2001,,,,3654256.982,,,134715.8137,26019.39336,157010.8185,76578.36702,
7/20/2001,,,,7207825.712,,,271908.8578,52517.246,294585.0989,131075.5584,
7/21/2001,,,,24462023.91,,,999393.3747,,372292.5276,,
7/22/2001,174551.7352,3832.351556,,15997581.42,,168893.7317,299286.8937,5645.395398,312786.418,27623.94172,
7/23/2001,166735.7313,4815.933703,,8852257.91,,94373.54565,322549.4428,7094.299562,341595.6312,16978.77526,
7/24/2001,,,,6387876.351,4310.639716,22221.40588,551423.1521,145996.5385,1003124.452,87478.57062,211593.3471
7/25/2001,,,,8490808.791,6398.573585,32211.75717,800856.6776,212544.6887,1474159.724,126807.3897,306922.0254
7/26/2001,,,,2852468.538,,,727449.7951,,1071749.589,,
7/27/2001,,,,14941189.4,29406.7912,67713.87636,3014640.235,,99500.86613,,
7/28/2001,26615.25831,3970.060898,,22132511.06,7244.285935,7344.781913,572785.1182,56631.05766,639862.5456,42199.07774,10186.32023
7/29/2001,18468.42411,2754.839632,,13541955.91,4807.52468,4008.262738,340117.6203,30905.22781,408652.8597,23621.36237,5558.973469
7/30/2001,19090.95526,2847.699395,,14482725.39,5349.560478,6029.00098,450930.9831,46485.88702,483676.0567,34225.50375,8361.49192
7/31/2001,19278.58917,2875.687778,,16398407.5,5300.550781,5584.140816,428802.4094,43055.84621,472055.3004,31939.77651,7744.524916
8/1/2001,12585.47021,1877.309721,,9308233.844,3949.891273,6074.927534,407934.2211,46839.99818,387081.3525,33487.68219,8425.18647
8/2/2001,,,,11958717.74,13191.91397,1159849.481,5181643.976,2086.766227,241838.9525,24690.88917,39116.66358
8/3/2001,,,,6870390.492,67116.93085,,3218190.865,,346364.3621,,15819.84631
8/4/2001,,,,5919212.652,72343.49349,,3432783.869,,364786.8137,,16122.48469
8/5/2001,,,,6265049.676,4917.983223,,3656873.714,,6165.90409,,79702.47525
8/6/2001,,,,13625440.96,10140599.13,,4027842.946,,293985.4725,44481.03165,13783.9125
8/7/2001,,,,9378292.534,6734739.304,,2683562.901,,208876.2437,25148.2049,7792.999462
8/8/2001,54448.73663,,,6139576.528,1754216.902,,1578845.275,,55378.37753,,44648.01636
8/9/2001,,,,22904366.98,1620600.359,,2968714.336,,77978.3448,,
8/10/2001,,,,33337889.12,25924664.52,,8984094.555,,345175.7152,15336.08959,40074.52065
8/11/2001,,,,27480915.9,23045417.62,,5739730.275,,208678.672,10796.84166,23532.26478
8/12/2001,,,,9551141.54,7926215.72,,3631406.827,,232105.2585,,40928.19111
8/13/2001,,,,2871658.747,2388276.691,,290668.117,,800306.4803,,42263.74259
8/14/2001,27735.53263,,,818441.026,1186221.388,,580543.7667,,414898.0211,,36018.22174
8/15/2001,,,,6860500.094,1072478.657,,6743879.426,,11947.81317,,139477.5544
8/16/2001,,,,5955586.256,2273380.909,,3288753.682,10634.62354,685639.4595,,84850.5512
8/17/2001,,,,990021.7406,1702091.591,,1536645.679,,1515239.532,2116.326024,19795.49698
