Date,CHINOOK,JACK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER
8/18/2001,,,,12481476.63,14007547.52,,1795609.842,104440.6334,105109.507,8931.452234,13101.55314
8/19/2001,,,,3619261.752,3836950.571,,3282948.587,13755.38706,979517.7105,21803.03112,32113.46701
8/20/2001,,,,3550463.014,3810512.731,,4321067.53,18088.13739,1289649.65,29862.44123,44000.23533
8/21/2001,,,,1870743.406,1578479.483,,830464.1734,6273.434475,573611.454,,18520.78808
8/22/2001,,,,1533504.6,1336006.632,,625210.6757,4164.321461,418631.1831,,12294.14535
8/23/2001,,,,1859090.508,1840357.689,,5149668.991,106319.588,449542.4901,2006.876514,11664.41406
8/24/2001,,,,3200699.294,4318596.069,,535491.5477,193640.4031,662971.1297,,84026.49501
8/25/2001,,,,3348851.839,4261098.843,,428593.4959,149557.5822,577022.9345,,66385.79168
8/26/2001,,,,183491.7366,6147151.279,,536980.8086,3906.437246,400590.8686,,3385.747704
8/27/2001,,,,80847.02396,4916604.461,,1886555.858,39416.25462,,,110236.9769
8/28/2001,,,,14071.58393,3592258.918,,2565448.733,9798.348588,718130.1701,,44369.28488
8/29/2001,,,,8806.139301,2288234.922,,1926790.027,5863.208604,547433.8219,,32219.71201
8/30/2001,3359.01238,,,2082352.55,843069.6678,,267474.3647,,259132.83,,2418.707435
8/31/2001,7707.885054,,,662339.9864,726952.1515,,21731.50591,,52211.49226,,5550.178678
