"Date","CHINOOK","JACK","ALLCHINOOK","SCHUM","FCHUM","COHO","PINK","CISCO","BROAD","HUMPBACK","SHEEFISH","OTHER","ALLOTHER","TOTAL"
"05/31/2015",53758.1955876,0,53758.1955876,55218.3011941,0,0,0,673263.7300381,63929.0355474,740602.41328,1017933.3645042,10475.880771,2506204.4241407,2615180.9209224
"06/01/2015",5606.607049,156043.93743,161650.544479,188531.1851193,0,0,0,968412.80736,1755.8675776,780989.50082,1673888.4729004,139161.51168,3564208.160338,3914389.8899363
"06/02/2015",19577.2078713,13985.748689,33562.9565603,229299.088689,0,0,0,747652.4579164,3189.6731176,732866.42869,926410.6363822,163061.84032,2573181.0364262,2836043.0816755
"06/03/2015",18125.9454309,0,18125.9454309,260565.463528,0,0,0,315984.397568,58150.9179317,0,88560.638814,237279.89306,699975.8473737,978667.2563326
"06/04/2015",74647.704611,0,74647.704611,464691.007892,0,0,0,318024.685206,1109437.10242,699982.55801,479807.9576199,42933.35683,2650185.6600859,3189524.3725889
"06/05/2015",2107997.7355,0,2107997.7355,633778.977069,0,0,0,756478.351016,423291.152198,434741.65201,89378.5438731,102853.8925,1806743.5915971,4548520.3041661
"06/07/2015",969386.553835,0,969386.553835,3275249.094194,0,0,0,422708.78871,1060079.963,1544028.3343,141170.2652521,0,3167987.3512621,7412622.9992911
"06/08/2015",652241.5681383,30389.249685,682630.8178233,1604360.33262,0,0,0,481755.18702,170463.628543,64561.717302,1909253.942495,0,2626034.47536,4913025.6258033
"06/09/2015",107200.6702774,61733.49725,168934.1675274,6331892.2631545,0,0,0,54319.185886,211197.4559946,51482.091109,232234.336318,57341.617571,606574.6868786,7107401.1175605
"06/10/2015",245309.952791,79026.250667,324336.203458,3560201.230456,0,0,0,2127936.6873,269931.248599,0,229633.75062,163836.05255,2791337.739069,6675875.172983
"06/15/2015",1511846.44569,0,1511846.44569,10435278.07571,0,0,0,333859.6207,390532.81458,1501458.1411,294889.858445,1639846.78437,4160587.219195,16107711.740595
"06/25/2015",3544955.4521,2155245.3566,5700200.8087,91607050.198,0,0,0,60241504.559,345791.36326,341777.407183,384313.43822,338231.22417,61651617.991833,158958868.998533
"06/26/2015",303567.935574,289720.0048,593287.940374,78170215.47525,0,0,0,5640669.83695,216647.48734,414273.64105,0,1705867.7862,7977458.75154,86740962.167164
"06/28/2015",5154622.649992,2318884.543,7473507.192992,834578993.692,0,0,0,16205392.03,615677.442234,53709124.853,164598.382953,0,70694792.708187,912747293.593179
"06/30/2015",876101.23473,2965245.114315,3841346.349045,133860280.365,0,0,0,21034022.5529,34299.982009,0,118829.20015,68301.994807,21255453.729866,158957080.443911
"07/01/2015",1552560.532865,1785714.670383,3338275.203248,24385286.7418,0,0,0,10805568.0318,614304.27487,1883917.876775,1987172.3232,0,15290962.506645,43014524.451693
"07/03/2015",1592437.47406,200182.501876,1792619.975936,63561650.803,0,0,0,51004296.9593,292383.27955,0,0,8166308.79172,59462989.03057,124817259.809506
"07/05/2015",10076107.74628,678150.45753,10754258.20381,63203417.92,0,0,0,18108084.8026,449200.7327,277464.58183,117109.366117,6034869.60399,24986729.087237,98944405.211047
"07/06/2015",1187848.555526,247015.278737,1434863.834263,48263268.444,0,0,148025.57014,1437746.1606,70331.872707,7176779.4709,111099.808866,4217991.84897,13013949.162043,62860107.010446
"07/07/2015",213299.839459,1090789.719533,1304089.558992,18294644.452,0,0,0,21389433.03539,150517.08946,4122430.92316,91021.837605,1028764.17247,26782167.058085,46380901.069077
"07/08/2015",188089.027812,790836.528333,978925.556145,21076528.4306,0,0,0,27866107.33119,208827.80772,5532957.13044,111459.783567,1178911.65689,34898263.709807,56953717.696552
"07/09/2015",1989350.23207,569968.56468,2559318.79675,10095705.4654,0,0,866514.874509,10860257.3692,76964.417006,8261701.35832,45001.983112,3709778.66697,22953703.794608,36475242.931267
"07/10/2015",5395688.2401,1462317.12643,6858005.36653,13926231.6779,0,0,975731.982711,15074019.9996,98846.907677,9583562.45586,57796.928022,4737645.38202,29551871.673179,51311840.70032
"07/13/2015",41076.168152,13851.348404,54927.516556,14718406.50028,0,0,1706704.364143,15930186.6274,113499.5879,12908011.16941,92307.006175,1072408.72134,30116413.112225,46596451.493204
"07/14/2015",49115.119848,16562.173823,65677.293671,15930909.17029,0,0,1625624.110841,17335677.3432,135712.41217,12624651.23513,110372.2639,1100216.36375,31306629.61815,48928840.192952
"07/15/2015",273790.570481,0,273790.570481,5904743.12758,0,0,42810.794538,22361958.77437,2782172.93795,10572257.439523,28342.891765,485527.32893,36230259.372538,42451603.865137
"07/16/2015",150967.908718,0,150967.908718,3696952.33803,0,0,37737.722467,14257580.05119,2372949.46305,6575683.501584,17814.511514,305171.12592,23529198.653258,27414856.622473
"07/17/2015",252200.565042,23904.976788,276105.54183,4995370.07845,0,0,1006563.0208,2323756.6241,248230.298219,14208588.2168,70155.10957,1077511.26853,17928241.517219,24206280.158299
"07/18/2015",279764.066312,19309.326561,299073.392873,5526476.1526,0,0,979111.85497,2077049.53869,236704.045402,14001352.4509,68241.82694,942154.49718,17325502.359112,24130163.759555
