Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/2/2019,216,121,337,11,,0,0,0,0,118,1311,545,1974,2322
6/3/2019,747,117,864,5,,0,0,566,0,584,478,382,2010,2879
6/4/2019,405,40,445,258,,0,0,610,0,265,248,590,1713,2416
6/5/2019,881,27,908,33,,0,0,723,0,332,66,726,1847,2788
6/6/2019,2210,425,2635,28,,0,0,232,149,0,250,12,643,3306
6/7/2019,1811,311,2122,689,,0,0,0,91,0,652,2366,3109,5920
6/8/2019,2247,614,2861,1584,,0,0,0,89,626,266,926,1907,6352
6/9/2019,1701,402,2103,2090,,0,0,897,128,0,467,1512,3004,7197
6/10/2019,2173,444,2617,2037,,0,0,0,707,298,513,270,1788,6442
6/11/2019,1073,744,1817,2055,,0,0,689,241,512,714,109,2265,6137
6/12/2019,875,360,1235,1997,,0,0,137,186,397,622,84,1426,4658
6/13/2019,1329,318,1647,649,,0,0,718,0,207,254,691,1870,4166
6/14/2019,3235,771,4006,269,,0,0,364,0,0,549,313,1226,5501
6/15/2019,1937,457,2394,1429,,0,0,380,656,575,503,0,2114,5937
6/16/2019,2264,627,2891,524,,0,0,1057,141,0,668,1432,3298,6713
6/17/2019,2907,858,3765,591,,0,0,1761,816,0,212,1729,4518,8874
6/18/2019,7752,796,8548,1085,,0,0,0,980,375,594,328,2277,11910
6/19/2019,4498,881,5379,2244,,0,0,1986,401,1061,63,564,4075,11698
6/20/2019,9165,2531,11696,4997,,0,0,0,488,689,348,420,1945,18638
6/21/2019,11451,1395,12846,26078,,0,0,10062,1095,1468,1114,325,14064,52988
6/22/2019,4091,1855,5946,10003,,0,0,4894,254,642,366,1521,7677,23626
6/23/2019,1800,3173,4973,6477,,0,0,4792,0,720,1676,858,8046,19496
6/24/2019,7379,367,7746,23567,,0,0,3353,0,1010,716,692,5771,37084
6/25/2019,10253,3637,13890,78018,,0,0,2585,0,0,629,0,3214,95122
6/26/2019,6027,2082,8109,36261,,0,0,1294,0,0,603,296,2193,46563
6/27/2019,2496,856,3352,15199,,0,0,6444,0,802,648,293,8187,26738
6/28/2019,5765,2774,8539,22822,,0,0,745,504,3658,0,0,4907,36268
6/29/2019,10135,1376,11511,169606,,0,0,5384,0,1286,256,226,7152,188269
6/30/2019,15819,4585,20404,160816,,0,0,3889,0,298,154,2036,6377,187597
7/1/2019,4580,1467,6047,51248,,0,0,2911,0,3495,0,1479,7885,65180
7/2/2019,8733,2585,11318,68332,,0,0,4161,0,1524,355,230,6270,85920
7/3/2019,8551,4029,12580,177290,,0,1680,6805,0,2586,544,1564,11499,203049
7/4/2019,8334,1821,10155,137836,,0,1919,5093,662,4764,0,1104,11623,161533
7/5/2019,3418,739,4157,57963,,0,903,2123,258,2073,0,502,4956,67979
7/6/2019,1628,760,2388,53540,,0,1273,3728,3493,4235,0,1107,12563,69764
7/7/2019,2350,711,3061,44319,,0,912,3213,0,3890,0,1004,8107,56399
7/8/2019,987,136,1123,17913,,0,123,2385,0,8269,441,1719,12814,31973
7/9/2019,732,136,868,14099,,0,124,1691,0,5822,443,1635,9591,24682
