day,zone,species,day_est,day_var
06/18/00,1,SCHUM,250,4005.9846942
06/18/00,2,SCHUM,593,38135.793303
06/18/00,1,SHEEFISH,93,4946.2476469
06/18/00,2,SHEEFISH,31,2563.20821
06/19/00,3, ,.,.
06/19/00,1,CHINOOK,99,41703.919073
06/19/00,2,CHINOOK,313,1167.0895567
06/19/00,2,JACK,182,19266.867077
06/19/00,1,SCHUM,716,50070.259128
06/19/00,2,SCHUM,1513,24902.649194
06/19/00,1,SHEEFISH,50,1302.3169375
06/20/00,1,CHINOOK,138,19682.983637
06/20/00,2,CHINOOK,1387,145408.94836
06/20/00,3,CHINOOK,1580,1385742.3333
06/20/00,1,JACK,49,3541.3251294
06/20/00,2,JACK,338,7751.259292
06/20/00,1,SCHUM,5902,2278679.9649
06/20/00,2,SCHUM,8075,3929285.5793
06/20/00,1,SHEEFISH,48,1690.9917115
06/21/00,1,CHINOOK,136,72554.073825
06/21/00,2,CHINOOK,3834,462763.94646
06/21/00,3,CHINOOK,869,143985.88159
06/21/00,1,CISCO,282,41847.119952
06/21/00,2,JACK,888,125450.86683
06/21/00,1,OTHER,200,21482.257161
06/21/00,2,OTHER,158,20338.939588
06/21/00,1,SCHUM,10521,4742698.1415
06/21/00,2,SCHUM,25719,20382827.352
06/21/00,3,SCHUM,1744,302044.1305
06/22/00,1,CHINOOK,714,419066.1005
06/22/00,2,CHINOOK,1708,105498.0044
06/22/00,3,CHINOOK,838,57169.000562
06/22/00,1,CISCO,302,48935.987058
06/22/00,1,JACK,401,159941.28277
06/22/00,2,JACK,293,54187.853612
06/22/00,1,SCHUM,11213,1182348.9438
06/22/00,2,SCHUM,12902,5208382.5575
06/22/00,3,SCHUM,1229,121428.6985
06/23/00,1,CHINOOK,364,93682.97484
06/23/00,2,CHINOOK,1464,783747.62043
06/23/00,3,CHINOOK,600,1825018.7048
06/23/00,2,JACK,104,8755.1242852
06/23/00,1,OTHER,271,37575.537012
06/23/00,1,SCHUM,8101,361647.51254
06/23/00,2,SCHUM,9161,9579173.6579
06/23/00,3,SCHUM,1916,1846598.1407
06/23/00,1,SHEEFISH,88,17818.089567
06/24/00,1,CHINOOK,399,104486.90821
06/24/00,2,CHINOOK,807,10262.448685
06/24/00,3,CHINOOK,487,168754.67295
06/24/00,1,JACK,81,13434.252587
06/24/00,1,OTHER,234,27854.747269
06/24/00,1,PINK,145,20297.203704
06/24/00,1,SCHUM,6210,237921.79504
06/24/00,2,SCHUM,2685,66792.991565
06/24/00,3,SCHUM,4029,183016.05004
06/24/00,1,SHEEFISH,207,12332.464408
06/24/00,2,SHEEFISH,55,2138.7340799
06/25/00,1,CHINOOK,759,740949.97572
06/25/00,2,CHINOOK,1180,65830.531926
06/25/00,3,CHINOOK,1543,2160589.2333
06/25/00,1,JACK,107,7191.4493396
06/25/00,2,JACK,646,130963.83563
06/25/00,1,SCHUM,5989,1068780.8022
06/25/00,2,SCHUM,4146,712831.82864
06/25/00,3,SCHUM,2078,2167378.1898
06/26/00,1,CHINOOK,494,941121.52455
06/26/00,2,CHINOOK,565,130198.90877
06/26/00,3,CHINOOK,1218,328812.14616
06/26/00,1,CISCO,162,13103.609764
06/26/00,2,JACK,286,9082.8034336
06/26/00,1,SCHUM,4206,693939.98881
06/26/00,2,SCHUM,2473,360001.37789
06/26/00,3,SCHUM,3032,575484.68629
06/26/00,1,SHEEFISH,68,2501.5143173
06/27/00,1,CHINOOK,976,9366245.1325
06/27/00,2,CHINOOK,262,390556.88547
06/27/00,3,CHINOOK,597,3781624.9143
06/27/00,2,JACK,147,470866.03984
06/27/00,3,JACK,324,4548921.3458
06/27/00,1,SCHUM,3964,7997510.6431
06/27/00,2,SCHUM,844,440903.36023
06/27/00,3,SCHUM,2464,3128357.524
06/27/00,1,SHEEFISH,399,11986325.821
06/28/00,1,CHINOOK,293,1063466.6224
06/28/00,2,CHINOOK,252,37966.250739
06/28/00,3,CHINOOK,401,80275.18846
06/28/00,1,JACK,359,65909.088627
06/28/00,2,JACK,46,2018.9895019
06/28/00,1,SCHUM,12180,4196384.0206
06/28/00,2,SCHUM,6196,6239428.8377
06/28/00,3,SCHUM,3729,129125.01944
06/28/00,2,SHEEFISH,46,1932.5043495
06/28/00,3,SHEEFISH,94,401476.53335
06/29/00,1,CHINOOK,497,23493.214457
06/29/00,2,CHINOOK,2401,1185368.2133
06/29/00,1,JACK,280,101988.31018
06/29/00,1,SCHUM,20539,4810475.5219
06/29/00,2,SCHUM,25742,25338056.242
06/29/00,3,SCHUM,7550,185085.11877
06/29/00,1,SHEEFISH,234,90474.701747
06/29/00,2,SHEEFISH,199,21784.831201
06/30/00,1,CHINOOK,1242,19021.990866
06/30/00,2,CHINOOK,1395,160756.12994
06/30/00,1,CISCO,356,86138.407626
06/30/00,2,CISCO,288,53678.013306
06/30/00,1,JACK,133,25217.541588
06/30/00,1,PINK,396,70752.271232
06/30/00,1,SCHUM,13514,1628930.4992
06/30/00,2,SCHUM,15134,1188070.3448
06/30/00,3,SCHUM,8251,224166.77329
07/01/00,1,CHINOOK,554,66546.271658
07/01/00,2,CHINOOK,2388,233751.77213
07/01/00,1,CISCO,505,539290.07122
07/01/00,2,CISCO,235,58794.857882
07/01/00,2,JACK,120,12313.426918
07/01/00,1,PINK,232,30579.019496
07/01/00,1,SCHUM,8698,644822.41357
07/01/00,2,SCHUM,9043,287690.17411
07/01/00,3,SCHUM,6907,1621126.4373
07/01/00,1,SHEEFISH,382,1968.3811024
07/02/00,1,CHINOOK,541,4762.9349571
07/02/00,2,CHINOOK,770,102697.34919
07/02/00,1,CISCO,596,61965.48454
07/02/00,2,CISCO,179,17673.496087
07/02/00,2,JACK,240,27967.428525
07/02/00,3,JACK,419,88954.701913
07/02/00,1,PINK,173,19272.884663
07/02/00,2,PINK,682,33200.273469
07/02/00,1,SCHUM,5280,67421.350183
07/02/00,2,SCHUM,5898,2324681.1321
07/02/00,3,SCHUM,4773,311088.24241
07/02/00,1,SHEEFISH,88,7029.1355132
07/02/00,2,SHEEFISH,73,12095.813628
07/03/00,1,CHINOOK,352,12350.008536
07/03/00,2,CHINOOK,355,51667.950406
07/03/00,1,CISCO,114,7381.4023157
07/03/00,1,HUMPBACK,118,7429.5303422
07/03/00,2,JACK,336,49122.40555
07/03/00,1,PINK,858,70304.973876
07/03/00,2,PINK,619,12605.136897
07/03/00,1,SCHUM,4735,464872.79813
07/03/00,2,SCHUM,2753,173336.91559
07/03/00,3,SCHUM,3588,12638.120799
07/03/00,2,SHEEFISH,70,4518.9059837
07/04/00,1,CHINOOK,690,2174.8280193
07/04/00,2,CHINOOK,735,615082.09047
07/04/00,3,CHINOOK,188,50584.097296
07/04/00,1,PINK,152,13756.5071
07/04/00,2,PINK,854,811885.72512
07/04/00,1,SCHUM,3417,48803.840535
07/04/00,2,SCHUM,1722,211903.16278
07/04/00,3,SCHUM,2250,75345.431391
07/04/00,1,SHEEFISH,73,6859.8144276
07/04/00,2,SHEEFISH,298,96707.412853
07/05/00,3, ,.,.
07/05/00,1,CHINOOK,217,6804.4782085
07/05/00,2,CHINOOK,428,20525.092001
07/05/00,1,CISCO,207,350671.49313
07/05/00,2,JACK,119,22105.611078
07/05/00,1,PINK,654,42607.442401
07/05/00,2,PINK,392,234278.16044
07/05/00,1,SCHUM,2418,270128.0289
07/05/00,2,SCHUM,2451,325959.25074
07/05/00,2,SHEEFISH,546,24639.863812
07/06/00,1,CHINOOK,179,16791.069017
07/06/00,2,CHINOOK,336,38284.158227
07/06/00,1,CISCO,121,16261.812603
07/06/00,2,CISCO,677,134866.89221
07/06/00,1,HUMPBACK,99,5053.5336707
07/06/00,3,HUMPBACK,218,3743209.4313
07/06/00,1,OTHER,330,28271.49737
07/06/00,1,PINK,678,115803.68635
07/06/00,2,PINK,241,105429.95333
07/06/00,1,SCHUM,2192,117612.15144
07/06/00,2,SCHUM,4898,730243.24031
07/06/00,3,SCHUM,2756,3852612.7473
07/06/00,1,SHEEFISH,41,1835.6479177
07/07/00,1,CHINOOK,63,2316.1255563
07/07/00,2,CHINOOK,197,21943.350813
07/07/00,3,CHINOOK,106,4073514.6531
07/07/00,1,CISCO,483,15760.106228
07/07/00,2,CISCO,803,278574.0577
07/07/00,1,HUMPBACK,116,7195.1433177
07/07/00,1,PINK,1049,60353.120425
07/07/00,2,PINK,508,61171.172302
07/07/00,1,SCHUM,5904,1254620.0277
07/07/00,2,SCHUM,6102,1288945.9145
07/07/00,3,SCHUM,2867,4143800.6588
07/07/00,2,SHEEFISH,300,15238.474301
07/08/00,1,CHINOOK,222,50921.748542
07/08/00,2,CHINOOK,440,158760.01991
07/08/00,1,CISCO,1315,221194.98154
07/08/00,2,CISCO,921,594061.69378
07/08/00,1,HUMPBACK,373,88975.73298
07/08/00,1,PINK,2154,598002.61589
07/08/00,2,PINK,1570,204812.99522
07/08/00,1,SCHUM,2910,164586.40993
07/08/00,2,SCHUM,8208,6230153.0737
07/08/00,3,SCHUM,8802,774098.27557
07/09/00,2,BROAD,191,68396.272237
07/09/00,1,CHINOOK,328,99637.919736
07/09/00,2,CHINOOK,961,151188.395
07/09/00,2,CISCO,741,304902.97871
07/09/00,1,PINK,571,266082.00195
07/09/00,2,PINK,889,63744.321233
07/09/00,1,SCHUM,2880,120175.31632
07/09/00,2,SCHUM,2288,254819.35016
07/09/00,3,SCHUM,3343,5607231.0694
07/09/00,1,SHEEFISH,100,5474.5354789
07/10/00,1,CHINOOK,32,1218.8339483
07/10/00,2,CHINOOK,1050,148247.67632
07/10/00,1,CISCO,318,58908.004602
07/10/00,2,CISCO,1323,567381.40502
07/10/00,1,HUMPBACK,79,4165.6328246
07/10/00,1,JACK,36,1456.5632787
07/10/00,1,OTHER,41,1480.9555585
07/10/00,1,PINK,1838,46657.507979
07/10/00,2,PINK,652,237063.16392
07/10/00,1,SCHUM,1308,6576.4868146
07/10/00,2,SCHUM,1963,14751.616852
07/10/00,3,SCHUM,2981,4471264.5544
07/10/00,1,SHEEFISH,184,11574.890519
07/11/00,1,CHINOOK,165,25270.968157
07/11/00,2,CHINOOK,162,44322.626228
07/11/00,1,CISCO,215,39772.615289
07/11/00,2,CISCO,706,765342.96102
07/11/00,1,HUMPBACK,187,26035.413479
07/11/00,2,HUMPBACK,165,30169.28819
07/11/00,1,PINK,1371,41500.777041
07/11/00,2,PINK,996,167236.57805
07/11/00,1,SCHUM,1785,36314.119608
07/11/00,2,SCHUM,5742,4744015.4578
07/11/00,3,SCHUM,4423,140634.30733
07/11/00,1,SHEEFISH,281,57187.110093
07/12/00,1,BROAD,122,21215.377747
07/12/00,1,CHINOOK,200,46878.929418
07/12/00,2,CHINOOK,382,212071.99126
07/12/00,1,CISCO,101,6514.3685095
07/12/00,2,CISCO,810,140752.94945
07/12/00,1,HUMPBACK,473,5308.7117894
07/12/00,1,PINK,2547,247660.13714
07/12/00,2,PINK,385,35812.000977
07/12/00,3,PINK,2401,5715843.6421
07/12/00,1,SCHUM,1282,603615.81703
07/12/00,2,SCHUM,6941,4610765.3084
07/12/00,3,SCHUM,3380,5965876.7355
07/12/00,1,SHEEFISH,104,6298.5227388
07/12/00,2,SHEEFISH,201,40355.647626
07/13/00,1,CHINOOK,418,195209.48276
07/13/00,2,CHINOOK,215,7837.1416962
07/13/00,2,CISCO,1538,121752.7946
07/13/00,2,HUMPBACK,163,24446.160689
07/13/00,1,PINK,2034,241071.17332
07/13/00,2,PINK,750,737098.07834
07/13/00,1,SCHUM,1142,27482.316099
07/13/00,2,SCHUM,2411,441201.56428
07/13/00,3,SCHUM,6422,20962256.04
07/14/00,3, ,.,.
07/14/00,1,CHINOOK,143,42872.226286
07/14/00,1,CISCO,236,69303.919851
07/14/00,2,CISCO,284,158264.364
07/14/00,1,PINK,2486,1233321.721
07/14/00,2,PINK,277,55350.423839
07/14/00,1,SCHUM,1763,454697.23417
07/14/00,2,SCHUM,3045,638882.33946
07/14/00,2,SHEEFISH,143,12922.534551
07/15/00,3, ,.,.
07/15/00,1,BROAD,277,39369.369408
07/15/00,2,CHINOOK,190,46888.281316
07/15/00,2,CISCO,1703,1990911.2169
07/15/00,1,PINK,1896,1838923.8932
07/15/00,2,PINK,363,94483.909649
07/15/00,1,SCHUM,866,393642.45384
07/15/00,2,SCHUM,2607,826158.64114
07/15/00,1,SHEEFISH,784,4737251.4062
07/15/00,2,SHEEFISH,423,235770.63124
07/16/00,1,CHINOOK,172,391990.26305
07/16/00,2,CISCO,1504,1165834.9708
07/16/00,1,HUMPBACK,135,9263.2507159
07/16/00,1,PINK,2549,237602.63876
07/16/00,2,PINK,2150,207551.74345
07/16/00,2,SCHUM,1105,863665.02876
07/16/00,3,SCHUM,3919,1716999.141
07/16/00,1,SHEEFISH,167,15413.291144
07/16/00,2,SHEEFISH,256,72520.5492
07/17/00,3, ,.,.
07/17/00,1,CHINOOK,62,3967.6396573
07/17/00,1,CISCO,117,24812.81285
07/17/00,2,CISCO,1562,1304551.0353
07/17/00,1,HUMPBACK,168,3469.2276656
07/17/00,2,HUMPBACK,261,67159.835403
07/17/00,1,PINK,2280,46130.84516
07/17/00,2,PINK,1681,709057.08378
07/17/00,1,SCHUM,252,10048.907084
07/17/00,2,SCHUM,924,591456.84195
07/17/00,1,SHEEFISH,108,9708.2143148
07/17/00,2,SHEEFISH,257,59915.272393
07/18/00,1,CISCO,394,91132.065887
07/18/00,2,CISCO,351,62244.957275
07/18/00,1,HUMPBACK,230,54813.222206
07/18/00,1,PINK,1734,35094.71252
07/18/00,1,SCHUM,2305,11137.636692
07/18/00,2,SCHUM,6263,394427.27899
07/18/00,3,SCHUM,3521,4086.8268985
07/18/00,1,SHEEFISH,251,329.5542612
07/19/00,1,BROAD,16,643.15793909
07/19/00,1,CHINOOK,59,4091.8623015
07/19/00,2,CHINOOK,212,52572.403099
07/19/00,1,CISCO,660,155795.92211
07/19/00,2,CISCO,1461,645846.46809
07/19/00,1,FCHUM,336,21174.709395
07/19/00,2,FCHUM,2606,1415278.4741
07/19/00,3,FCHUM,2974,769564.45089
07/19/00,1,HUMPBACK,320,51913.659991
07/19/00,2,HUMPBACK,327,78561.400026
07/19/00,1,OTHER,51,3410.9490956
07/19/00,1,PINK,718,287536.64079
07/19/00,2,PINK,554,153279.81594
07/19/00,3,PINK,1038,589521.69232
07/19/00,1,SHEEFISH,40,1374.8945883
07/19/00,2,SHEEFISH,122,8511.6709082
07/20/00,1,BROAD,16,662.65448556
07/20/00,1,CHINOOK,60,4215.9021036
07/20/00,2,CHINOOK,176,43639.981152
07/20/00,1,CISCO,680,160518.68498
07/20/00,2,CISCO,1213,536112.59963
07/20/00,1,FCHUM,346,21816.594818
07/20/00,2,FCHUM,2163,1174812.6829
07/20/00,3,FCHUM,2028,524758.55081
07/20/00,1,HUMPBACK,330,53487.359114
07/20/00,2,HUMPBACK,272,65213.264266
07/20/00,1,OTHER,53,3514.3478465
07/20/00,1,PINK,740,296252.96245
07/20/00,2,PINK,459,127236.49452
07/20/00,3,PINK,708,401989.13629
07/20/00,1,SHEEFISH,41,1416.5728365
07/20/00,2,SHEEFISH,102,7065.4780096
07/21/00,1,BROAD,20,789.49945538
07/21/00,1,CHINOOK,72,5022.907846
07/21/00,2,CHINOOK,104,25874.069439
07/21/00,1,CISCO,810,191245.08644
07/21/00,2,CISCO,719,317860.23422
07/21/00,1,FCHUM,413,25992.715815
07/21/00,2,FCHUM,1283,696544.41028
07/21/00,3,FCHUM,1012,261870.63091
07/21/00,1,HUMPBACK,393,63725.880999
07/21/00,2,HUMPBACK,161,38664.831731
07/21/00,1,OTHER,63,4187.0624454
07/21/00,1,PINK,882,352961.54725
07/21/00,2,PINK,272,75438.297804
07/21/00,3,PINK,353,200604.92312
07/21/00,1,SHEEFISH,49,1687.7324568
07/21/00,2,SHEEFISH,60,4189.1097066
07/22/00,1,BROAD,19,753.17551421
07/22/00,1,CHINOOK,69,4791.809765
07/22/00,2,CHINOOK,193,47700.655764
07/22/00,1,CISCO,773,182446.125
07/22/00,2,CISCO,1326,585997.56211
07/22/00,1,FCHUM,394,24796.821538
07/22/00,2,FCHUM,2364,1284128.313
07/22/00,3,FCHUM,2296,594253.39357
07/22/00,1,HUMPBACK,375,60793.928182
07/22/00,2,HUMPBACK,297,71281.320199
07/22/00,1,OTHER,60,3994.420628
07/22/00,1,PINK,841,336722.20168
07/22/00,2,PINK,502,139075.77559
07/22/00,3,PINK,802,455225.37565
07/22/00,1,SHEEFISH,47,1610.0818719
07/22/00,2,SHEEFISH,111,7722.916588
07/23/00,1,BROAD,19,766.46555576
07/23/00,1,CHINOOK,70,4876.3628999
07/23/00,2,CHINOOK,178,44045.312891
07/23/00,1,CISCO,787,185665.44976
07/23/00,2,CISCO,1224,541092.05761
07/23/00,1,FCHUM,401,25234.370001
07/23/00,2,FCHUM,2183,1185724.4399
07/23/00,3,FCHUM,2236,578612.21269
07/23/00,1,HUMPBACK,381,61866.657999
07/23/00,2,HUMPBACK,274,65818.970435
07/23/00,1,OTHER,61,4064.9035568
07/23/00,1,PINK,856,342663.78099
07/23/00,2,PINK,464,128418.27756
07/23/00,3,PINK,781,443243.51316
07/23/00,1,SHEEFISH,48,1638.4923215
07/23/00,2,SHEEFISH,103,7131.1027512
07/24/00,1,BROAD,18,431.89760682
07/24/00,1,CHINOOK,33,6819.2089483
07/24/00,2,CHINOOK,86,71258.946832
07/24/00,1,CISCO,660,217046.2009
07/24/00,2,CISCO,1122,495661.2684
07/24/00,1,COHO,26,483.15469268
07/24/00,2,COHO,35,1875.0538963
07/24/00,1,FCHUM,322,102739.75388
07/24/00,2,FCHUM,1270,594176.82946
07/24/00,3,FCHUM,1363,3119667.3965
07/24/00,1,HUMPBACK,181,35173.826784
07/24/00,2,HUMPBACK,813,317826.04357
07/24/00,1,JACK,10,1250.8041389
07/24/00,1,OTHER,79,3599.5357339
07/24/00,2,OTHER,48,1924.1009686
07/24/00,1,PINK,452,197102.04482
07/24/00,2,PINK,207,30664.542012
07/24/00,3,PINK,490,3063009.5744
07/24/00,1,SHEEFISH,24,335.77306684
07/24/00,2,SHEEFISH,27,2066.4700676
07/25/00,1,BROAD,18,433.11259446
07/25/00,1,CHINOOK,33,6838.3923252
07/25/00,2,CHINOOK,73,60612.85338
07/25/00,1,CISCO,662,217656.78185
07/25/00,2,CISCO,954,421609.42763
07/25/00,1,COHO,26,484.51387359
07/25/00,2,COHO,30,1594.9206654
07/25/00,1,FCHUM,323,103028.77501
07/25/00,2,FCHUM,1080,505406.75448
07/25/00,3,FCHUM,1071,2450891.613
07/25/00,1,HUMPBACK,182,35272.775619
07/25/00,2,HUMPBACK,692,270342.80235
07/25/00,1,JACK,10,1254.3228238
07/25/00,1,OTHER,79,3609.6617253
07/25/00,2,OTHER,41,1636.6401004
07/25/00,1,PINK,453,197656.52011
07/25/00,2,PINK,176,26083.256511
07/25/00,3,PINK,385,2406379.7586
07/25/00,1,SHEEFISH,24,336.71764286
07/25/00,2,SHEEFISH,23,1757.7392424
07/26/00,1,BROAD,16,374.61236451
07/26/00,1,CHINOOK,29,5914.735224
07/26/00,2,CHINOOK,101,84461.102532
07/26/00,1,CISCO,573,188258.02515
07/26/00,2,CISCO,1330,587492.50547
07/26/00,1,COHO,23,419.07090707
07/26/00,2,COHO,42,2222.4454111
07/26/00,1,FCHUM,280,89112.74692
07/26/00,2,FCHUM,1505,704260.05921
07/26/00,3,FCHUM,1997,4569171.4194
07/26/00,1,HUMPBACK,157,30508.505286
07/26/00,2,HUMPBACK,964,376709.72203
07/26/00,1,JACK,8,1084.9022746
07/26/00,1,OTHER,68,3122.1071178
07/26/00,2,OTHER,57,2280.5794418
07/26/00,1,PINK,392,170959.18545
07/26/00,2,PINK,245,36345.76628
07/26/00,3,PINK,718,4486188.4381
07/26/00,1,SHEEFISH,20,291.23741489
07/26/00,2,SHEEFISH,32,2449.325285
07/27/00,1,BROAD,28,665.24110891
07/27/00,1,CHINOOK,51,10503.457419
07/27/00,2,CHINOOK,155,129224.20313
07/27/00,1,CISCO,1017,334310.84843
07/27/00,2,CISCO,2034,898854.60392
07/27/00,1,COHO,41,744.19111952
07/27/00,2,COHO,64,3400.3076995
07/27/00,1,FCHUM,497,158247.47978
07/27/00,2,FCHUM,2302,1077507.1864
07/27/00,3,FCHUM,2984,6828060.0916
07/27/00,1,HUMPBACK,279,54177.367888
07/27/00,2,HUMPBACK,1475,576360.149
07/27/00,1,JACK,15,1926.5824105
07/27/00,1,OTHER,121,5544.2750907
07/27/00,2,OTHER,87,3489.2518829
07/27/00,1,PINK,696,303591.36239
07/27/00,2,PINK,375,55608.46998
07/27/00,3,PINK,1073,6704052.3161
07/27/00,1,SHEEFISH,36,517.18287807
07/27/00,2,SHEEFISH,49,3747.4304581
07/28/00,1,BROAD,27,652.21308537
07/28/00,1,CHINOOK,50,10297.75863
07/28/00,2,CHINOOK,182,151755.31848
07/28/00,1,CISCO,997,327763.7341
07/28/00,2,CISCO,2389,1055575.9941
07/28/00,1,COHO,40,729.61694589
07/28/00,2,COHO,75,3993.174385
07/28/00,1,FCHUM,487,155148.37502
07/28/00,2,FCHUM,2704,1265377.8647
07/28/00,3,FCHUM,3313,7580722.8162
07/28/00,1,HUMPBACK,273,53116.363067
07/28/00,2,HUMPBACK,1732,676852.446
07/28/00,1,JACK,15,1888.8523895
07/28/00,1,OTHER,119,5435.6964935
07/28/00,2,OTHER,102,4097.6265894
07/28/00,1,PINK,682,297645.85577
07/28/00,2,PINK,440,65304.183486
07/28/00,3,PINK,1191,7443045.5609
07/28/00,1,SHEEFISH,36,507.05441394
07/28/00,2,SHEEFISH,58,4400.8203484
07/29/00,1,BROAD,18,236.05506783
07/29/00,1,CISCO,907,235568.88952
07/29/00,2,CISCO,892,683501.58491
07/29/00,1,COHO,39,17155.666016
07/29/00,2,COHO,127,10080.54157
07/29/00,1,FCHUM,382,55605.805066
07/29/00,2,FCHUM,4251,1789831.7234
07/29/00,3,FCHUM,3711,113289.32702
07/29/00,1,HUMPBACK,57,35884.428994
07/29/00,2,HUMPBACK,290,56972.390879
07/29/00,1,OTHER,11,4048.5112174
07/29/00,1,PINK,220,48533.933626
07/30/00,1,BROAD,20,272.04102701
07/30/00,1,CISCO,1045,271480.73212
07/30/00,2,CISCO,1508,1155361.8601
07/30/00,1,COHO,45,19771.001083
07/30/00,2,COHO,215,17039.716537
07/30/00,1,FCHUM,441,64082.76025
07/30/00,2,FCHUM,7185,3025455.0317
07/30/00,3,FCHUM,7061,215580.28037
07/30/00,1,HUMPBACK,65,41354.913523
07/30/00,2,HUMPBACK,490,96303.694028
07/30/00,1,OTHER,12,4665.6958461
07/30/00,1,PINK,254,55932.80106
07/31/00,1,BROAD,22,294.76748561
07/31/00,1,CISCO,1132,294160.38338
07/31/00,2,CISCO,2700,2068594.1977
07/31/00,1,COHO,49,21422.681503
07/31/00,2,COHO,385,30508.414702
07/31/00,1,FCHUM,478,69436.26966
07/31/00,2,FCHUM,12865,5416864.5686
07/31/00,3,FCHUM,8100,247298.16193
07/31/00,1,HUMPBACK,71,44809.725985
07/31/00,2,HUMPBACK,876,172424.99477
07/31/00,1,OTHER,13,5055.4706704
07/31/00,1,PINK,275,60605.45835
08/01/00,1,CISCO,1273,1024850.2084
08/01/00,2,CISCO,1038,1975893.9361
08/01/00,1,COHO,190,3614.6879831
08/01/00,2,COHO,221,28366.690989
08/01/00,3,COHO,1092,1935809.2336
08/01/00,1,FCHUM,462,281709.88303
08/01/00,2,FCHUM,9933,5407343.5912
08/01/00,3,FCHUM,4919,2517818.696
08/01/00,1,HUMPBACK,518,75978.87489
08/01/00,2,HUMPBACK,887,340838.00821
08/01/00,1,PINK,190,67685.452275
08/02/00,1,BROAD,36,3168.0376486
08/02/00,2,BROAD,93,7420.6613502
08/02/00,1,CISCO,852,159517.69405
08/02/00,2,CISCO,3762,3498616.7063
08/02/00,1,COHO,148,7638.2335381
08/02/00,2,COHO,407,96477.162929
08/02/00,1,FCHUM,261,293802.06178
08/02/00,2,FCHUM,2312,3438663.9971
08/02/00,3,FCHUM,4557,244064.9623
08/02/00,1,HUMPBACK,378,43771.922387
08/02/00,2,HUMPBACK,1657,602638.83137
08/02/00,1,OTHER,29,391.18201924
08/02/00,1,PINK,28,762.24705154
08/02/00,2,PINK,156,46010.402566
08/02/00,2,SHEEFISH,139,13271.320237
08/03/00,1,BROAD,33,2895.9909133
08/03/00,2,BROAD,68,5466.7281575
08/03/00,1,CISCO,779,145819.53995
08/03/00,2,CISCO,2771,2577396.4824
08/03/00,1,COHO,136,6982.3207213
08/03/00,2,COHO,300,71073.776076
08/03/00,1,FCHUM,239,268572.5978
08/03/00,2,FCHUM,1704,2533229.9117
08/03/00,3,FCHUM,4376,234340.93897
