Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
5/30/2016,0,0,0,251,,0,0,570,99,171,683,140,1663,1914
5/31/2016,0,0,0,373,,0,0,848,147,254,1016,209,2474,2847
6/1/2016,526,197,723,1744,,0,0,1359,178,307,1815,286,3945,6412
6/8/2016,896,268,1164,11601,,0,0,1060,502,1429,317,1359,4667,17432
6/10/2016,871,416,1287,10071,,0,0,2002,1017,0,690,401,4110,15468
6/12/2016,3343,1357,4700,25020,,0,0,3211,89,523,341,1454,5618,35338
6/13/2016,6798,1819,8617,55122,,0,0,1252,153,110,1194,258,2967,66706
6/14/2016,3633,890,4523,34556,,0,0,722,155,111,876,260,2124,41203
6/15/2016,11097,3612,14709,72932,,0,0,395,563,441,613,0,2012,89653
6/21/2016,4842,3540,8382,115336,,0,246,1971,269,537,114,0,2891,126855
6/22/2016,5429,4469,9898,73640,,0,0,2684,286,246,1217,514,4947,88485
6/24/2016,7478,1602,9080,96668,,0,918,5062,398,1620,257,327,7664,114330
6/25/2016,5434,177,5611,69174,,0,2997,4853,687,489,151,0,6180,83962
6/26/2016,2617,124,2741,22065,,0,4852,1964,1110,237,554,530,4395,34053
6/28/2016,3315,973,4288,80949,,0,9245,3555,157,1644,107,944,6407,100889
6/29/2016,2043,548,2591,45940,,0,5172,1928,87,888,59,555,3517,57220
6/30/2016,2240,1203,3443,12864,,0,8144,4631,342,6142,45,652,11812,36263
7/1/2016,4068,1650,5718,21397,,0,11731,6517,468,9078,65,936,17064,55910
7/4/2016,2010,0,2010,91875,,0,17432,4480,151,155,214,580,5580,116897
7/5/2016,2646,0,2646,115250,,0,21005,5274,176,180,252,675,6557,145458
7/6/2016,3139,311,3450,72575,,0,23303,2948,483,1435,0,1379,6245,105573
7/7/2016,1429,121,1550,34165,,0,12432,1648,317,942,0,906,3813,51960
7/18/2016,291,0,291,1585,,0,37852,3385,446,997,99,481,5408,45136
8/14/2016,0,0,0,,15563,1308,2615,619,291,0,0,616,1526,21012
8/17/2016,0,0,0,,58800,4545,782,0,783,350,223,171,1527,65654
8/18/2016,0,0,0,,92202,6631,652,397,281,673,0,932,2283,101768
8/19/2016,0,0,0,,82501,6082,603,250,178,425,0,589,1442,90628
8/25/2016,0,0,0,,11652,22886,0,0,344,0,0,354,698,35236
8/26/2016,0,0,0,,22452,16026,0,782,236,0,0,731,1749,40227
8/27/2016,0,0,0,,16787,11953,0,552,167,0,0,515,1234,29974
8/28/2016,0,0,0,,10286,7505,0,378,114,0,0,353,845,18636
6/2/2016,1167,34,1201,1913,,0,0,2358,0,842,1540,1236,5976,9090
6/3/2016,2353,343,2696,6662,,0,0,488,0,0,1621,1068,3177,12535
6/4/2016,753,377,1130,8644,,0,0,39,0,1354,977,483,2853,12627
6/5/2016,975,11,986,16664,,0,0,40,0,0,1046,0,1086,18736
6/6/2016,1940,181,2121,18803,,0,0,1255,0,1351,1883,1145,5634,26558
6/7/2016,1289,53,1342,22653,,0,0,280,0,1406,934,989,3609,27604
6/9/2016,1785,604,2389,7999,,0,0,3056,0,0,1396,870,5322,15710
6/11/2016,3151,1481,4632,6813,,0,0,1901,0,877,1426,1540,5744,17189
