Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/1/2011,0,0,0,0,,0,0,1200,0,510,658,0,2368,2368
6/2/2011,0,0,0,0,,0,0,501,0,213,275,0,989,989
6/4/2011,201,0,201,0,,0,0,1007,154,0,1273,0,2434,2635
6/5/2011,238,0,238,0,,0,0,1123,276,0,1201,0,2600,2838
6/6/2011,563,0,563,76,,0,0,602,97,0,1159,0,1858,2497
6/7/2011,647,233,880,1683,,0,0,322,215,68,627,0,1232,3795
6/8/2011,1327,506,1833,3432,,0,0,679,448,142,1316,0,2585,7850
6/9/2011,728,354,1082,13694,,0,0,563,190,0,108,0,861,15637
6/10/2011,1198,176,1374,12908,,0,0,258,87,0,465,0,810,15092
6/11/2011,1339,78,1417,8833,,0,0,1722,0,407,0,0,2129,12379
6/12/2011,1143,393,1536,6777,,0,0,1263,0,0,0,0,1263,9576
6/13/2011,162,97,259,6694,,0,0,1007,428,0,211,0,1646,8599
6/14/2011,389,679,1068,3947,,0,0,2967,0,153,631,0,3751,8766
6/15/2011,359,604,963,3548,,0,0,2676,0,152,543,0,3371,7882
6/16/2011,3870,499,4369,15069,,0,0,599,0,864,394,783,2640,22078
6/17/2011,5705,873,6578,83458,,0,0,0,0,153,1336,0,1489,91525
6/18/2011,7752,1160,8912,107115,,0,0,0,0,274,1677,0,1951,117978
6/19/2011,4249,558,4807,40901,,0,0,0,0,0,580,0,580,46288
6/20/2011,2218,1594,3812,15873,,0,0,168,285,0,1128,0,1581,21266
6/21/2011,2507,1742,4249,16759,,0,0,153,300,0,1129,0,1582,22590
6/22/2011,13029,2021,15050,163469,,0,0,0,0,0,650,432,1082,179601
6/23/2011,12943,2584,15527,235530,,0,0,0,0,0,1004,0,1004,252061
6/24/2011,11567,1751,13318,161283,,0,0,0,0,685,0,0,685,175286
6/25/2011,3390,3209,6599,73344,,0,0,953,0,0,597,0,1550,81493
6/26/2011,1562,1829,3391,32636,,0,0,0,0,0,742,0,742,36769
6/27/2011,610,323,933,16118,,0,0,463,0,221,69,287,1040,18091
6/28/2011,435,224,659,11717,,0,0,363,0,160,50,195,768,13144
6/29/2011,1909,105,2014,15165,,0,0,312,0,0,265,329,906,18085
6/30/2011,4297,1190,5487,47194,,0,0,2052,0,0,739,301,3092,55773
7/1/2011,3507,1038,4545,71956,,0,0,1642,0,0,149,0,1791,78292
7/2/2011,5008,1473,6481,114005,,0,0,2827,0,0,230,0,3057,123543
7/3/2011,4130,1709,5839,196700,,0,0,5917,0,1346,0,1538,8801,211340
