Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/5/2006,0,0,0,0,0,0,0,707849.9078,11474.64877,9556.949869,197302.5437,0,926184.0502,926184.0502
6/6/2006,0,0,0,0,0,0,0,59146.32845,0,11148.24087,75936.81536,0,146231.3847,146231.3847
6/7/2006,0,0,0,0,0,0,0,152824.471,33594.88512,170210.7591,16068.06585,0,372698.181,372698.181
6/8/2006,3219802.178,0,3219802.178,327301454.7,0,0,0,3652757.829,-1830031.724,7165212.691,834856997.4,47728.4806,843892664.7,1174413922
6/9/2006,11967.26508,0,11967.26508,972556.4103,0,0,0,1736518.194,0,1357200.993,927302.7544,0,4021021.941,5005545.617
6/10/2006,799595.9463,0,799595.9463,6012533.874,0,0,0,1003942.203,0,0,372693.2572,0,1376635.46,8188765.28
6/11/2006,24818.29472,0,24818.29472,5803780.425,0,0,0,297937.5652,0,24378.04053,107907.1084,0,430222.7141,6258821.434
6/12/2006,48706.79505,99947.22475,148654.0198,1553550.284,0,0,0,0,315815.1494,0,85793.233,0,401608.3824,2103812.686
6/13/2006,122788.0936,0,122788.0936,603703.4447,0,0,0,139348.2906,539649.445,1819702.053,361777.9592,0,2860477.747,3586969.285
6/14/2006,227657.1157,3163.374221,230820.49,5919865.126,0,0,0,1723878.352,52330.05242,377430.8956,126894.7122,0,2280534.012,8431219.629
6/15/2006,318798.5089,4319.957994,323118.4669,7962308.83,0,0,0,2690895.43,83166.03512,592838.8905,179785.5093,0,3546685.865,11832113.16
6/16/2006,48102.83583,0,48102.83583,92182294.57,0,0,0,0,21770.83723,0,27888.29525,107777.0481,157436.1805,92387833.58
6/17/2006,3224383.031,351762.9352,3576145.967,267861996.6,0,0,0,754867.1146,0,0,0,140456.2407,895323.3553,272333466
6/18/2006,3806577.667,990509.3195,4797086.986,1287782017,0,0,0,0,0,2004372.137,48870.00471,0,2053242.142,1294632347
6/19/2006,1347240.232,207853.1607,1555093.393,884080422.9,0,0,0,26480.72025,0,0,36808.9914,1765612.075,1828901.787,887464418
6/20/2006,23768717.08,355514.572,24124231.66,300321073.3,0,0,0,344779.4459,0,0,1069494.049,0,1414273.495,325859578.4
6/21/2006,766947.6741,682877.4313,1449825.105,538073415.5,0,0,0,155346.8945,0,0,0,0,155346.8945,539678587.5
6/22/2006,1204527.526,237445.219,1441972.745,51143591.93,0,0,1782167.604,304361.2327,0,0,28838.805,0,333200.0377,54700932.32
6/23/2006,4060847.721,905292.4739,4966140.195,355127603.3,0,0,342040.2401,888977.1733,0,49860.56509,447082.4706,463283.0812,1849203.29,362284987
6/24/2006,2875957.329,642520.915,3518478.244,252744069.7,0,0,238759.7688,620546.823,0,34804.96034,315400.0434,332554.6754,1303306.502,257804614.3
6/25/2006,13567866.36,323296.367,13891162.73,337789067.8,0,0,12713967.9,1273365.721,216852.236,517697.3768,109447.9335,402959.3478,2520322.615,366914521
6/26/2006,124053913.2,706563.2799,124760476.5,690183515.4,0,0,1606165.431,1876612.256,0,0,143850.6711,0,2020462.927,818570620.3
6/27/2006,16101262.64,5011791.416,21113054.06,1268678761,0,0,497924.6097,7443683.485,0,0,632384.1245,2052011.981,10128079.59,1300417820
6/28/2006,16794314.55,5223001.541,22017316.09,1318105964,0,0,346167.6241,7776639.181,0,0,590741.9184,2100587.889,10467968.99,1350937417
6/29/2006,13571576.24,1534830.264,15106406.51,53946664.18,0,0,2751754.445,4335925.428,0,0,186667.3726,0,4522592.8,76327417.93
6/30/2006,7717864.092,1950926.893,9668790.984,50940542.03,0,0,2533567.562,0,0,76293.49605,386452.6992,0,462746.1952,63605646.77
7/1/2006,2706922.518,1620758.923,4327681.441,154306213.4,0,0,11204229.02,2519035.107,0,121946.1014,155353.8265,295322.1612,3091657.196,172929781
7/2/2006,2331375.187,1315745.236,3647120.423,117878081,0,0,8315305.898,1866278.717,0,109948.5264,120479.4514,256978.5171,2353685.212,132194192.5
7/3/2006,841530.6203,7128.591105,848659.2114,18495685.35,0,0,5246910.038,1846478.774,0,0,0,715663.1164,2562141.89,27153396.48
7/4/2006,6242625.506,130110.3998,6372735.905,195911686.9,0,0,5672764.184,1092966.292,0,0,610681.0113,321886.7092,2025534.012,209982721
7/5/2006,1294739.47,1307295.075,2602034.545,103579424.5,0,0,27716461.85,7802034.009,0,973737.6694,536515.8939,0,9312287.573,143210208.5
7/6/2006,210471.9347,0,210471.9347,44723559.02,0,0,9996578.843,252306.4414,0,0,389150.2928,0,641456.7342,55572066.53
7/7/2006,185300.2603,27862.28748,213162.5478,56088175.5,0,0,2853025.17,243659.064,0,0,5570033.828,0,5813692.892,64968056.11
7/8/2006,1801372.528,1481938.902,3283311.43,30035695.74,0,0,2007136.668,6048750.537,0,382423.4236,36108.40249,126662.376,6593944.739,41920088.58
7/9/2006,9453.157207,101817.9583,111271.1155,10775950.38,0,0,2009707.86,3757754.479,0,84505.30229,5673.255882,35277.80452,3883210.842,16780140.2
7/10/2006,100143.2067,0,100143.2067,11372898.17,0,0,6671683.708,564333.9604,0,0,53473.55628,41868.39046,659675.9071,18804401
7/11/2006,193386.5595,149827.3203,343213.8797,14021818.37,0,0,2407331.077,13076917.52,0,0,100668.2408,0,13177585.76,29949949.09
7/12/2006,322265.8831,0,322265.8831,24557005.35,0,0,10027066.39,2226636.398,0,0,45321.1934,0,2271957.591,37178295.21
7/13/2006,752934.537,0,752934.537,7417938.594,0,0,7488514.195,1570127.06,0,71324.96669,103322.3436,0,1744774.37,17404161.7
7/14/2006,77152.16805,0,77152.16805,2256727.095,0,0,207924.8461,158529.5643,0,834131.485,80492.61777,0,1073153.667,3614957.776
7/15/2006,635533.482,63120.49458,698653.9765,7192941.276,0,0,662551.7527,2757661.481,0,515300.9948,64933.4215,140070.0139,3477965.911,12032112.92
7/16/2006,107234.7931,0,107234.7931,6563971.608,0,0,882926.36,499113.4124,0,20281.31322,16257.91653,203494.9947,739147.6368,8293280.398
7/17/2006,179083.7556,0,179083.7556,11653614.35,0,0,2304924.045,1634552.334,0,384632.1937,0,174401.4626,2193585.991,16331208.14
7/18/2006,50351.91436,0,50351.91436,8304141.665,0,0,7989531.2,708070.3237,0,289733.6651,301516.5069,83247.89869,1382568.394,17726593.17
7/19/2006,239158.9586,0,239158.9586,0,39282710.8,0,3566247.481,325666.5455,0,476416.3635,157342.7347,141944.4126,1101370.056,44189487.29
7/20/2006,127621.8468,0,127621.8468,0,11856282.04,164310.4698,4692124.948,631925.3535,21546.27252,448222.3214,262827.4322,0,1364521.38,18204860.69
7/21/2006,115976.6641,0,115976.6641,0,5377448.131,0,710552.7262,1864711.487,0,0,0,16718.6816,1881430.169,8085407.69
7/22/2006,0,0,0,0,360171.6609,40323.03441,1314547.672,6085821.018,0,1422730.449,17246.66191,2849.630054,7528647.758,9243690.126
7/23/2006,0,0,0,0,9432473.957,32153.92457,4072246.779,29207.83033,0,22753.1044,73210.79044,181124.5403,306296.2654,13843170.93
7/24/2006,0,0,0,0,2214947.713,0,2319053.233,6740510.151,0,4747012.926,0,0,11487523.08,16021524.02
7/25/2006,922565.2669,0,922565.2669,0,12260548.26,65419.54162,4337393.306,1119310.712,0,6873458.209,35205.10115,63190.90654,8091164.929,25677091.31
7/26/2006,417182.4987,0,417182.4987,0,686580.4806,179.7236625,5040245.716,604509.7766,0,2917807.787,0,2240.122586,3524557.686,9668746.105
7/27/2006,0,0,0,0,2433319.299,273326.2089,1412317.735,7861542.532,0,6332119.275,290580.7714,6409.13139,14490651.71,18609614.95
7/28/2006,0,0,0,0,4955882.47,81483.92619,590485.6476,6120245.926,65784.15891,3499499.61,0,445.2736276,9685974.969,15313827.01
7/29/2006,0,0,0,0,46733953.54,439274.5935,3076572.72,6969262.434,0,1679652.137,0,3191.874517,8652106.445,58901907.3
7/30/2006,0,0,0,0,64022296.19,1270422.607,3237016.666,1987892.849,0,582067.2903,0,30178.80796,2600138.948,71129874.41
7/31/2006,0,0,0,0,43511721.99,142159.8014,16388685.36,3857630.599,0,6043.807298,0,143542.7455,4007217.151,64049784.29
8/1/2006,0,0,0,0,36543986.45,1064029.802,2973069.253,3040022.638,6440.593185,4348967.01,112517.4917,874286.4657,8382234.198,48963319.71
8/2/2006,0,0,0,0,31740571.15,925681.9512,2601451.317,2668521.262,5534.7918,3930782.909,89953.12602,791383.4578,7486175.546,42753879.97
8/3/2006,0,0,0,0,37902381.41,9863121.866,449630.0732,27938398.15,242933.4206,3541016.836,0,10959.5011,31733307.91,79948441.26
8/4/2006,0,0,0,0,15734886.42,488266.8334,2927506.079,2500075.704,0,1314187.025,0,82893.20609,3897155.935,23047815.26
8/5/2006,480553.842,0,480553.842,0,12093063.9,2295064.119,1436230.362,8432340.028,781673.6252,3905774.01,0,0,13119787.66,29424699.89
8/6/2006,0,0,0,0,9583014.838,5038661.68,135453.687,2166443.75,0,1134879.347,217907.2852,4929.10808,3524159.49,18281289.7
8/7/2006,0,0,0,0,5189177.785,2230864.255,1224169.403,4895139.396,3644.780762,3046827.143,0,466014.7831,8411626.102,17055837.54
8/8/2006,0,0,0,0,13257394.8,1130931.249,3533337.43,14675773.6,315594.456,2970393.43,0,249968.2803,18211729.76,36133393.24
8/9/2006,0,0,0,0,21874808.56,1030300.928,1749051.041,12634051.26,513629.7242,2327989.798,0,148591.0496,15624261.83,40278422.36
8/10/2006,0,0,0,0,16080260.17,738817.4324,1574800.532,10520753.19,425787.4744,1547957.002,0,77555.60558,12572053.27,30965931.41
