Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/3/2014,138,0,138,1750,,0,0,215,361,379,341,112,1408,3296
6/4/2014,163,0,163,2062,,0,0,253,426,447,401,131,1658,3883
6/5/2014,1343,1729,3072,13495,,0,0,709,257,808,519,559,2852,19419
6/10/2014,7170,2197,9367,89646,,0,0,0,368,0,0,1171,1539,100552
6/11/2014,2914,1229,4143,91126,,0,0,538,1947,1012,1389,0,4886,100155
6/13/2014,2424,298,2722,31638,,0,0,1445,200,2035,421,1058,5159,39519
6/14/2014,2687,113,2800,39298,,0,0,0,134,245,366,354,1099,43197
6/19/2014,5115,3952,9067,75415,,0,1596,2408,276,850,0,1546,5080,91158
6/23/2014,4287,2669,6956,103807,,0,8908,5215,352,1744,425,2368,10104,129775
6/25/2014,1619,662,2281,76869,,0,10041,5767,653,2088,288,714,9510,98701
6/28/2014,751,1322,2073,30938,,0,5009,3609,279,295,195,0,4378,42398
7/5/2014,586,0,586,51997,,0,21170,3286,586,421,0,348,4641,78394
7/6/2014,621,0,621,54330,,0,22262,3274,612,434,0,360,4680,81893
7/7/2014,667,0,667,20497,,0,35432,3090,213,1712,201,568,5784,62380
7/8/2014,1031,0,1031,25762,,0,51091,4430,337,2583,271,899,8520,86404
7/11/2014,144,0,144,11083,,0,19506,1880,316,4561,204,131,7092,37825
7/12/2014,244,0,244,11014,,0,17534,1591,504,3365,213,170,5843,34635
7/18/2014,0,0,0,17461,,0,17970,4001,141,2884,0,254,7280,42711
7/19/2014,103,0,103,,12256,120,15921,5816,58,751,0,306,6931,35331
7/20/2014,103,0,103,,16614,130,17379,6504,59,782,0,307,7652,41878
7/21/2014,0,0,0,,16369,0,14906,4372,361,891,110,0,5734,37009
7/23/2014,0,0,0,,24344,0,9378,1047,102,1858,0,100,3107,36829
7/26/2014,0,0,0,,12080,157,11067,836,219,1773,0,0,2828,26132
7/27/2014,0,0,0,,7819,102,7876,603,187,1127,0,0,1917,17714
7/28/2014,0,0,0,,5973,102,5448,1584,310,2397,0,254,4545,16068
7/31/2014,0,0,0,,4246,177,2790,1084,207,3276,109,107,4783,11996
8/1/2014,185,0,185,,4755,578,5029,295,190,3639,290,0,4414,14961
8/2/2014,0,0,0,,1591,959,4689,1831,279,3562,251,102,6025,13264
8/3/2014,0,0,0,,2333,1362,4746,1654,241,3781,245,88,6009,14450
8/4/2014,0,271,271,,31820,794,3555,0,422,3108,0,0,3530,39970
8/6/2014,0,0,0,,9039,1585,1440,4758,963,4836,0,504,11061,23125
8/7/2014,0,0,0,,4549,4473,2326,1552,342,1977,166,929,4966,16314
8/9/2014,0,0,0,,1272,5367,527,2268,777,4585,0,0,7630,14796
8/10/2014,0,0,0,,5501,2129,0,2871,1060,7988,348,1334,13601,21231
8/11/2014,0,0,0,,5595,5682,90,6428,395,6253,119,336,13531,24898
8/12/2014,0,0,0,,1899,3440,0,8898,219,6211,0,626,15954,21293
8/13/2014,0,0,0,,1769,3757,0,5838,434,3416,123,275,10086,15612
8/14/2014,0,0,0,,1826,5341,0,2337,741,2470,267,281,6096,13263
8/15/2014,0,0,0,,19337,5730,0,6525,605,3504,202,0,10836,35903
8/16/2014,0,0,0,,84583,3025,0,915,1053,2751,262,750,5731,93339
