"Date","CHINOOK","JACK","ALLCHINOOK","SCHUM","FCHUM","COHO","PINK","CISCO","BROAD","HUMPBACK","SHEEFISH","OTHER","ALLOTHER","TOTAL"
"05/31/2017",64755.1453254,0,64755.1453254,1498848.1665109,0,0,0,838047.8368039,216277.34292,360445.59719,162408.68674769,600341.50738,2177520.97104159,3741124.28287789
"06/01/2017",84592.79741107,0,84592.79741107,1969844.5763067,0,0,0,1094952.8231381,212803.8133,354656.64843,179297.02755877,650590.31754,2492300.62996687,4546738.00368464
"06/02/2017",151214.30334873,0,151214.30334873,3641942.5868322,0,0,0,1906766.45997859,289852.10622,182497.35077,109448.824348922,456476.12225,2945040.86356751,6738197.75374844
"06/03/2017",148938.97497763,0,148938.97497763,4091176.1511879,0,0,0,2034498.677675,71803.0038,16508.794837,272481.66827141,632048.38738,3027340.53196341,7267455.65812894
"06/05/2017",176345.5846652,3799097.1249,3975442.7095652,7371722.3375821,0,0,0,1257527.0662075,94711.831479,59898.943197,545782.31852819,4612.9198737,1962533.07928539,13309698.1264327
"06/07/2017",1174443.623549,0,1174443.623549,4179087.067171,0,0,0,885238.0327647,111772.86094,1059467.724,302092.488098,76419.040175,2434990.1459777,7788520.8366977
"06/08/2017",15723793.232346,0,15723793.232346,8329144.966834,0,0,0,235206.72127,1204299.9978,1773140.3783,149440.002913,1010987.0033,4373074.103583,28426012.302763
"06/09/2017",10958138.586844,28627.505509,10986766.092353,8909749.07823,0,0,0,49476.814383,133282.43545,326646.46718,771606.97899,331347.81348,1612360.509483,21508875.680066
"06/10/2017",32744.198542,90254.874684,122999.073226,6091381.547372,0,0,0,2124051.501408,115090.32984,282061.5449,659238.6539,286121.19082,3466563.220868,9680943.841466
"06/11/2017",943796.7837618,975185.515304,1918982.2990658,144075.803982,0,0,0,1550506.877012,129170.1844,76550.879946,205114.7293204,83417.586075,2044760.2567534,4107818.3598012
"06/12/2017",3962579.9049948,266670.325655,4229250.2306498,8371833.09349,0,0,0,552342.87409,30050.298488,142942.98298,5603849.448596,2488960.113475,8818145.717629,21419229.0417688
"06/13/2017",667655.1721092,35513.217151,703168.3892602,5850676.515301,0,0,0,2028233.690312,520724.9288,49322.24406,4696667.97157,583788.76396,7878737.598702,14432582.5032632
"06/15/2017",3422345.633578,2994955.687023,6417301.320601,162960919.5559,0,0,0,22092850.35494,149006.08602,3681915.1878,3448159.0168,266332.33044,29638262.976,199016483.852501
"06/16/2017",5171692.244441,945157.83534,6116850.079781,355766690.7088,0,0,0,25334953.21814,408905.54151,753703.11704,972587.194717,7169611.703848,34639760.775255,396523301.563836
"06/19/2017",13442506.9770476,4154358.8721,17596865.8491476,177949468.5951,0,0,0,72035538.181,2324279.54462,451829.75093,949117.41324,1743807.4318,77504572.32159,273050906.765838
"06/20/2017",3784981.4111345,147033.258851,3932014.6699855,54211728.0108,0,0,0,2756699.15781,1653545.684242,0,0,0,4410244.842052,62553987.5228375
"06/21/2017",26836760.5336,0,26836760.5336,1061374012.751,0,0,0,2788572.4779,4669519.0172,0,1010463.3902,0,8468554.8853,1096679328.1699
"06/23/2017",5664443.510272,15563240.79795,21227684.308222,493314589.8929,0,0,0,4894761.02487,3430561.1463,515856.11062,0,900795.16683,9741973.44862,524284247.649742
"06/25/2017",33614753.8221,2021921.9269,35636675.749,34506116.6298,0,0,0,26563083.31702,87082.141816,32941539.16753,949706.98984,1057422.7318,61598834.348006,131741626.726806
"06/26/2017",5300570.72366,147419.68214,5447990.4058,160132545.005,0,0,0,20956584.66475,162610.07804,1210421.79401,230187.5093,959538.18358,23519342.22968,189099877.64048
"06/27/2017",5637155.8605573,0,5637155.8605573,97168863.1094,0,0,187353.18154,2712605.044,750023.34101,153676.21142,0,283812.46575,3900117.06218,106893489.213677
"07/01/2017",1073110.44098,945766.683989,2018877.124969,87735063.7334,0,0,76875.979912,42000105.62924,47873.019198,9673100.228,550340.35086,146759.93493,52418179.162228,142248996.000509
"07/02/2017",1035214.251317,2264.5789385,1037478.8302555,13633295.58334,0,0,0,1243554.784591,57178.143307,526437.35633,0,0,1827170.284228,16497944.6978235
"07/03/2017",827910.21796,694424.44868,1522334.66664,15864946.0346,0,0,0,552915.4809,5968105.1688,15517103.7585,58624.758229,103521.1518,22200270.318229,39587551.019469
"07/04/2017",1011399.896,5522815.5338,6534215.4298,19394085.9797,0,0,0,1932722.1958,7338626.1298,3623026.92902,0,0,12894375.25462,38822676.66412
"07/06/2017",618145.44128,503732.63174,1121878.07302,84192279.6695,0,0,0,2118140.439373,163409.73486,815080.895183,195589.196693,23393.682862,3315613.948971,88629771.691491
"07/07/2017",641667.870032,83531.452338,725199.32237,187471242.0317,0,0,114088.55571,642005.24898,1343191.93986,77223067.6704,1496090.3717,6940425.57311,87644780.80405,275955310.71383
"07/09/2017",282611.35458,2244629.233596,2527240.588176,60710685.0867,0,0,812368.18423,2271265.8698,646533.01291,32809738.6898,0,2081142.274,37808679.84651,101858973.705616
"07/10/2017",903746.394009,359966.42906,1263712.823069,47390221.0939,0,0,3373934.92298,47340210.52722,47275.981678,3393400.95187,0,209601.706692,50990489.16746,103018358.007409
"07/11/2017",441847.9011308,214760.663352,656608.5644828,28033447.63661,0,0,1687224.54623,28268012.91719,27859.484573,2030842.70061,0,125098.743683,30451813.846056,60829094.5933788
"07/12/2017",208706.9557236,7472.7618423,216179.7175659,29270478.25787,0,0,6098874.587798,17920266.41253,106661.219131,3214156.83003,16812.22912,263710.153865,21521606.844676,57107139.4079099
"07/13/2017",215468.1054289,7481.476191,222949.5816199,29928217.53048,0,0,6234167.402504,18340127.46334,109250.280052,3296939.63683,16831.834673,274209.890785,22037359.10568,58422693.6202839
"07/14/2017",735188.274012,2224860.2312932,2960048.5053052,11652830.20103,0,0,1626421.58979,3034619.97731,2788162.8555,3628816.804238,0,54498.240712,9506097.87776,25745398.1738852
"07/16/2017",10629.572187,1708.3153745,12337.8875615,2938007.69628,0,0,4763695.72877,1104461.57776,147401.626602,11765402.26437,40252.393267,24782.898134,13082300.760133,20796342.0727445
"07/17/2017",112793.02905,2689.4459363,115482.4749863,861560.39053,0,0,4035347.35521,811548.27878,183309.29829,10220634.41076,54725.494087,0,11270217.481917,16282607.7026433
"07/18/2017",8309.6156579,0,8309.6156579,5159391.051,0,0,5754170.49146,9457746.32063,522393.62848,6058044.81063,0,139323.810523,16177508.570263,27099379.7283809
"07/23/2017",90549.967917,676874.08896,767424.056877,0,6358852.5562,394124.95828,2283417.054841,3865508.46378,170693.865707,3234218.6676,0,264264.58598,7534685.583067,17338504.209265
"07/24/2017",0,331025.8159242,331025.8159242,0,3745659.288669,188530.61557,1419014.194388,2953669.1408,63739.591588,2429944.60856,0,139819.674185,5587173.015133,11271402.9296842
"07/30/2017",0,0,0,0,41337876.3206,27058.723762,5844028.7219,4415656.8166,25393.050403,6867541.4091,0,0,11308591.276103,58517555.042365
"07/31/2017",0,0,0,0,19942198.3897,16372.241847,3544522.42746,2705910.2114,15364.403956,4086148.61249,0,0,6807423.227846,30310516.286853
"08/01/2017",27663.104438,0,27663.104438,0,1049219.487663,185390.8536099,1528335.18865,2780723.49063,34787.703877,490534.32451,48348.376092,25385.068243,3379778.963352,6170387.5977129
"08/03/2017",0,0,0,0,2141383.83049,6063.0914154,4748175.96915,639246.72983,12876.198171,1648950.246946,0,393958.913368,2695032.088315,9590654.9793704
"08/04/2017",0,0,0,0,4619523.41677,9002.0202804,8121008.60943,949177.75289,19117.606701,2448529.279052,0,584984.703501,4001809.342144,16751343.3886244
"08/05/2017",0,0,0,0,3406080.445919,687048.314776,5224041.24864,8118160.1491,506552.522,399989.32071,0,52997.136344,9077699.128154,18394869.137489
"08/06/2017",0,26254.592583,26254.592583,0,1008704.44582,85467.82577263,1054045.71446,1451226.601758,11549.118516,5310784.450984,2436.9930321,79011.116612,6855008.2809021,9029480.85953773
"08/07/2017",0,0,0,0,3721848.565852,192041.467441,2554769.049025,607485.17057,62320.63013,1003657.54569,0,344354.2664,2017817.61279,8486476.695108
"08/08/2017",101788.88272,0,101788.88272,0,3650091.339435,74478.365509,509792.714007,414263.25044,193344.44355,1805572.87717,429122.36867,203509.509256,3045812.449086,7381963.750757
"08/09/2017",130842.87397,0,130842.87397,0,4735520.45146,85440.606587,664247.424544,509191.71874,221802.21631,2341511.25598,551608.41244,241375.4584,3865489.06187,9481540.418431
"08/10/2017",156467.2342,0,156467.2342,0,4775496.30182,490932.34378,746920.51925,3188173.26612,85344.570098,903302.18179,0,0,4176820.018008,10346636.417058
