day,zone,species,day_est,day_var
06/17/99,1,SCHUM,228,135515.88755
06/17/99,2,SCHUM,529,147753.68603
06/17/99,3,SCHUM,377,363599.98398
06/17/99,1,SHEEFISH,155,23861.549175
06/17/99,2,SHEEFISH,343,229067.6982
06/18/99,2,BROAD,62,3848.8384074
06/18/99,3,BROAD,329,395779.09509
06/18/99,1,CHINOOK,180,37599.170758
06/18/99,2,CHINOOK,395,53105.869079
06/18/99,3,CHINOOK,300,382019.17477
06/18/99,2,JACK,75,5957.3504998
06/18/99,2,OTHER,67,29696.00601
06/18/99,1,SCHUM,734,148304.94709
06/18/99,2,SCHUM,1607,262314.84741
06/18/99,3,SCHUM,878,476309.09192
06/18/99,1,SHEEFISH,261,190406.15136
06/18/99,2,SHEEFISH,64,167475.56929
06/19/99,2,BROAD,122,7598.8365723
06/19/99,3,BROAD,586,704254.12704
06/19/99,1,CHINOOK,242,50496.658077
06/19/99,2,CHINOOK,780,104847.95085
06/19/99,3,CHINOOK,534,679769.55776
06/19/99,2,JACK,149,11761.713031
06/19/99,2,OTHER,132,58629.402598
06/19/99,1,SCHUM,986,199177.37688
06/19/99,2,SCHUM,3173,517893.30831
06/19/99,3,SCHUM,1562,847550.18112
06/19/99,1,SHEEFISH,350,255720.38232
06/19/99,2,SHEEFISH,126,330650.2758
06/20/99,1,CHINOOK,882,1394993.7217
06/20/99,2,CHINOOK,1070,1656706.1996
06/20/99,3,CHINOOK,370,211936.64962
06/20/99,1,CISCO,736,331874.63659
06/20/99,1,JACK,249,76946.499117
06/20/99,1,OTHER,650,266313.62785
06/20/99,1,SCHUM,2318,321007.93141
06/20/99,2,SCHUM,4844,3012942.6257
06/20/99,3,SCHUM,5330,909038.89245
06/20/99,1,SHEEFISH,225,50482.793813
06/20/99,2,SHEEFISH,536,215570.74616
06/21/99,3,BROAD,376,104949.51684
06/21/99,1,CHINOOK,124,18662.313114
06/21/99,2,CHINOOK,1740,1233753.2832
06/21/99,3,CHINOOK,2982,3070993.9533
06/21/99,2,JACK,109,8226.8574531
06/21/99,1,SCHUM,4649,251563.48906
06/21/99,2,SCHUM,15921,2315348.0646
06/21/99,3,SCHUM,8557,8296906.8854
06/21/99,1,SHEEFISH,384,13839.890857
06/22/99,1,CHINOOK,178,86809.080666
06/22/99,2,CHINOOK,2113,171142.84585
06/22/99,3,CHINOOK,2604,218644.15046
06/22/99,1,CISCO,196,19376.512805
06/22/99,1,JACK,371,14176.85759
06/22/99,2,JACK,282,10786.637354
06/22/99,1,OTHER,174,29797.15962
06/22/99,1,SCHUM,3096,396583.0728
06/22/99,2,SCHUM,10529,1225563.163
06/22/99,3,SCHUM,7115,264985.76782
06/22/99,1,SHEEFISH,82,19215.169362
06/23/99,1,CHINOOK,1804,323318.13559
06/23/99,2,CHINOOK,6636,1250232.784
06/23/99,3,CHINOOK,3458,1368682.9229
06/23/99,1,JACK,241,10340.43032
06/23/99,3,JACK,592,401367.59798
06/23/99,1,OTHER,69,5467.1407854
06/23/99,1,SCHUM,4219,398330.48947
06/23/99,2,SCHUM,9090,2260623.0718
06/23/99,3,SCHUM,8002,4225502.6454
06/23/99,1,SHEEFISH,82,9766.5360663
06/24/99,1,CHINOOK,1240,5528.3655844
06/24/99,2,CHINOOK,2296,609126.57755
06/24/99,3,CHINOOK,1050,1877029.4092
06/24/99,1,CISCO,352,72840.506162
06/24/99,1,JACK,479,347225.48194
06/24/99,2,JACK,264,71242.063864
06/24/99,1,OTHER,452,663517.34075
06/24/99,1,SCHUM,17754,3173548.9852
06/24/99,2,SCHUM,29485,1543549.6586
06/24/99,3,SCHUM,15708,17250289.561
06/24/99,2,SHEEFISH,537,3426.3738376
06/25/99,1,CHINOOK,1956,610436971.57
06/25/99,2,CHINOOK,3868,665975666.22
06/25/99,3,CHINOOK,3201,227103479.56
06/25/99,1,JACK,765,652137633.88
06/25/99,2,JACK,565,776510886.69
06/25/99,3,JACK,682,282378707.73
06/25/99,1,SCHUM,34601,612982702.86
06/25/99,2,SCHUM,39723,933103102.48
06/25/99,3,SCHUM,21036,229815454.7
06/26/99,1,CHINOOK,870,127014.89677
06/26/99,2,CHINOOK,3569,13196247.159
06/26/99,3,CHINOOK,365,922405.38374
06/26/99,1,JACK,648,20721.972588
06/26/99,2,JACK,466,243796.17384
06/26/99,1,SCHUM,18705,9156933.304
06/26/99,2,SCHUM,31508,21912298.719
06/26/99,3,SCHUM,13062,3945904.3575
06/27/99,1,CHINOOK,2049,885008.73933
06/27/99,2,CHINOOK,6612,8854085.9761
06/27/99,3,CHINOOK,4169,6535574.5601
06/27/99,1,CISCO,298,44561.01863
06/27/99,1,JACK,506,86773.747588
06/27/99,2,JACK,876,434504.12985
06/27/99,3,JACK,441,1537993.0757
06/27/99,1,OTHER,256,30876.991134
06/27/99,1,SCHUM,20062,2636621.1153
06/27/99,2,SCHUM,17683,22438246.702
06/27/99,3,SCHUM,10208,23503897.634
06/27/99,1,SHEEFISH,151,54721.38187
06/27/99,2,SHEEFISH,140,45936.504444
06/28/99,1,CHINOOK,2033,878290.72833
06/28/99,2,CHINOOK,18861,25257759.069
06/28/99,3,CHINOOK,3652,5725279.2064
06/28/99,1,CISCO,296,44222.760486
06/28/99,1,JACK,502,86115.056928
06/28/99,2,JACK,2500,1239495.6019
06/28/99,3,JACK,387,1347309.2067
06/28/99,1,OTHER,254,30642.607046
06/28/99,1,SCHUM,19910,2616606.7936
06/28/99,2,SCHUM,50443,64008846.385
06/28/99,3,SCHUM,8942,20589831.109
06/28/99,1,SHEEFISH,150,54305.997447
06/28/99,2,SHEEFISH,398,131041.55131
06/29/99,1,CHINOOK,1452,694444.6108
06/29/99,2,CHINOOK,795,85964.906225
06/29/99,3,CHINOOK,2493,1522215.9854
06/29/99,1,CISCO,1369,1025830.4738
06/29/99,1,JACK,692,19696.397255
06/29/99,2,JACK,278,133414.82849
06/29/99,1,OTHER,325,128066.68002
06/29/99,1,SCHUM,18809,9910337.1179
06/29/99,2,SCHUM,31905,8484477.0674
06/29/99,3,SCHUM,10401,2581672.8548
06/30/99,1,BROAD,178,57022.419935
06/30/99,1,CHINOOK,1081,472538.58985
06/30/99,2,CHINOOK,2913,4886690.5039
06/30/99,3,CHINOOK,1531,962028.74281
06/30/99,1,CISCO,328,91288.749709
06/30/99,1,JACK,573,12149.081704
06/30/99,2,JACK,432,95081.333189
06/30/99,3,JACK,428,35577.279758
06/30/99,1,SCHUM,13712,1577696.8432
06/30/99,2,SCHUM,23389,11654805.067
06/30/99,3,SCHUM,6533,1840405.1592
06/30/99,2,SHEEFISH,252,86385.505484
07/01/99,1,CHINOOK,469,6216.0784593
07/01/99,2,CHINOOK,4138,2885235.3087
07/01/99,3,CHINOOK,1553,2545049.4743
07/01/99,2,CISCO,542,278045.88721
07/01/99,2,JACK,744,379174.02566
07/01/99,1,OTHER,240,29093.384241
07/01/99,1,SCHUM,18283,1482436.4597
07/01/99,2,SCHUM,28314,6896804.2217
07/01/99,3,SCHUM,6014,2792640.0939
07/01/99,1,SHEEFISH,239,57391.040249
07/02/99,1,CHINOOK,1919,1892598.8514
07/02/99,2,CHINOOK,2695,2475300.5034
07/02/99,3,CHINOOK,1838,1430190.7205
07/02/99,1,JACK,420,70443.171723
07/02/99,2,JACK,1794,1270725.9177
07/02/99,3,JACK,315,114151.57671
07/02/99,1,SCHUM,15554,3919980.6125
07/02/99,2,SCHUM,19028,23354523.121
07/02/99,3,SCHUM,4470,2174006.4229
07/02/99,2,SHEEFISH,170,20768.180294
07/03/99,1,CHINOOK,1784,1759578.2195
07/03/99,2,CHINOOK,2185,2006807.8894
07/03/99,3,CHINOOK,2561,1992533.7487
07/03/99,1,JACK,390,65492.098647
07/03/99,2,JACK,1454,1030219.4798
07/03/99,3,JACK,439,159035.34109
07/03/99,1,SCHUM,14461,3644466.1802
07/03/99,2,SCHUM,15427,18934283.408
07/03/99,3,SCHUM,6227,3028813.6437
07/03/99,2,SHEEFISH,138,16837.449839
07/04/99,1,CHINOOK,518,31655.427913
07/04/99,2,CHINOOK,4188,986199.23966
07/04/99,3,CHINOOK,1196,243371.67407
07/04/99,1,CISCO,400,144815.47082
07/04/99,2,CISCO,1216,2768767.5115
07/04/99,1,SCHUM,19987,544797.97266
07/04/99,2,SCHUM,23666,19637606.928
07/04/99,3,SCHUM,10745,2619767.2818
07/04/99,1,SHEEFISH,154,20388.385148
07/05/99,1,BROAD,801,241173.00278
07/05/99,2,BROAD,393,85294.510452
07/05/99,1,CHINOOK,2066,1220946.71
07/05/99,2,CHINOOK,3127,5333199.388
07/05/99,3,CHINOOK,5359,2837753.2988
07/05/99,1,CISCO,181,95181.530682
07/05/99,1,JACK,707,175443.39964
07/05/99,2,JACK,210,138704.35017
07/05/99,1,SCHUM,16882,4837853.5084
07/05/99,2,SCHUM,12416,17349201.716
07/05/99,3,SCHUM,8541,3569730.0517
07/06/99,1,BROAD,476,143265.74762
07/06/99,2,BROAD,187,40542.211318
07/06/99,1,CHINOOK,1227,725287.82737
07/06/99,2,CHINOOK,1486,2534977.8719
07/06/99,3,CHINOOK,3736,1978069.5421
07/06/99,1,CISCO,108,56541.374844
07/06/99,1,JACK,420,104219.91485
07/06/99,2,JACK,100,65928.991741
07/06/99,1,SCHUM,10028,2873865.1995
07/06/99,2,SCHUM,5902,8246427.5653
07/06/99,3,SCHUM,5954,2488297.4471
07/07/99,1,BROAD,101,20072.198309
07/07/99,1,CHINOOK,544,70615.992795
07/07/99,2,CHINOOK,1826,740329.29424
07/07/99,3,CHINOOK,881,812591.26713
07/07/99,1,JACK,348,79619.881506
07/07/99,2,JACK,660,21768.776552
07/07/99,1,OTHER,85,4813.1391786
07/07/99,1,SCHUM,5240,190118.61549
07/07/99,2,SCHUM,2589,1000652.3243
07/07/99,3,SCHUM,1831,3087662.7714
07/07/99,1,SHEEFISH,78,11978.005418
07/07/99,3,SHEEFISH,796,727329.06997
07/08/99,1,CHINOOK,633,11953.190408
07/08/99,2,CHINOOK,146,11575.930376
07/08/99,3,CHINOOK,1527,143321.81123
07/08/99,2,CISCO,635,224551.89191
07/08/99,1,JACK,91,14445.640999
07/08/99,2,JACK,112,43331.710477
07/08/99,1,SCHUM,7740,1378350.8086
07/08/99,2,SCHUM,5380,1436175.0836
07/08/99,3,SCHUM,2442,337493.77298
07/08/99,2,SHEEFISH,130,67688.057549
07/09/99,1,BROAD,243,30251.283912
07/09/99,1,CHINOOK,609,12923.114156
07/09/99,2,CHINOOK,482,16064.932079
07/09/99,1,CISCO,1809,4097963.8528
07/09/99,2,CISCO,225,25940.343204
07/09/99,2,HUMPBACK,160,26486.690649
07/09/99,1,SCHUM,17221,5010930.387
07/09/99,2,SCHUM,13842,5073831.8897
07/09/99,3,SCHUM,8198,1659316.849
07/10/99,1,CHINOOK,680,324560.82827
07/10/99,2,CHINOOK,1238,734391.8722
07/10/99,3,CHINOOK,731,367036.45086
07/10/99,1,CISCO,202,244377.96666
07/10/99,1,JACK,106,5939.5282783
07/10/99,1,SCHUM,9694,2282431.297
07/10/99,2,SCHUM,13083,9426015.1523
07/10/99,3,SCHUM,8025,1226782.3943
07/10/99,2,SHEEFISH,188,20188.752588
07/11/99,1,BROAD,216,146144.26342
07/11/99,1,CHINOOK,793,111136.80077
07/11/99,2,CHINOOK,418,198281.51666
07/11/99,1,CISCO,972,160872.89699
07/11/99,1,JACK,262,81597.313023
07/11/99,2,JACK,339,111068.87908
07/11/99,3,JACK,534,147253.50252
07/11/99,1,SCHUM,5802,485767.20975
07/11/99,2,SCHUM,8445,1359165.8633
07/11/99,3,SCHUM,5769,976146.94226
07/12/99,1,CHINOOK,167,6541.5551184
07/12/99,2,CHINOOK,1099,7069.5446254
07/12/99,3,CHINOOK,1380,1294595.2359
07/12/99,1,CISCO,250,38130.705966
07/12/99,1,JACK,257,2168.9975308
07/12/99,2,JACK,356,200600.6922
07/12/99,1,OTHER,94,36483.987458
07/12/99,1,SCHUM,4098,441163.38019
07/12/99,2,SCHUM,4782,336562.66558
07/12/99,3,SCHUM,1603,1304299.4065
07/12/99,1,SHEEFISH,79,18479.913599
07/13/99,1,BROAD,73,3452.265196
07/13/99,1,CHINOOK,75,17894.697386
07/13/99,2,CHINOOK,218,71741.012934
07/13/99,1,CISCO,193,66421.07133
07/13/99,2,CISCO,825,1143869.6278
07/13/99,1,HUMPBACK,316,61873.704735
07/13/99,2,HUMPBACK,205,46506.21709
07/13/99,1,SCHUM,3392,117394.81082
07/13/99,2,SCHUM,8194,731448.12068
07/13/99,3,SCHUM,4709,77913.372844
07/14/99,1,BROAD,72,3597.0296607
07/14/99,2,BROAD,234,57426.017067
07/14/99,1,CHINOOK,230,21842.358761
07/14/99,2,CHINOOK,789,228137.39288
07/14/99,1,CISCO,303,86280.199846
07/14/99,2,CISCO,2726,349818.23564
07/14/99,1,HUMPBACK,201,22912.190492
07/14/99,1,JACK,69,3219.5342931
07/14/99,1,OTHER,61,2510.5856688
07/14/99,1,SCHUM,3072,265519.2981
07/14/99,2,SCHUM,3802,259859.078
07/14/99,3,SCHUM,3120,4886403.3316
07/14/99,1,SHEEFISH,72,11964.578881
07/14/99,2,SHEEFISH,191,41719.645576
07/15/99,2,BROAD,339,352997.25179
07/15/99,2,CHINOOK,278,44235.114771
07/15/99,1,CISCO,189,37466.338921
07/15/99,2,CISCO,1470,1106487.8127
07/15/99,1,HUMPBACK,339,59001.373517
07/15/99,2,HUMPBACK,388,132961.30486
07/15/99,1,SCHUM,3179,242451.34097
07/15/99,2,SCHUM,2934,998142.40303
07/15/99,3,SCHUM,3583,6502407.9355
07/16/99,1,CHINOOK,128,25364.024954
07/16/99,2,CHINOOK,123,165813.04011
07/16/99,1,CISCO,331,35206.299499
07/16/99,2,CISCO,2831,1396851.2303
07/16/99,3,CISCO,2703,6216789.9871
07/16/99,1,HUMPBACK,484,39611.61162
07/16/99,2,HUMPBACK,1109,346416.66043
07/16/99,1,OTHER,303,23357.323019
07/16/99,1,SCHUM,1654,162355.65473
07/16/99,2,SCHUM,2322,661545.42247
07/16/99,3,SCHUM,572,6203864.6101
07/16/99,1,SHEEFISH,49,3096.03666
07/16/99,2,SHEEFISH,105,8329.360107
07/17/99,1,CHINOOK,108,21366.269026
07/17/99,2,CHINOOK,89,119097.16184
07/17/99,1,CISCO,279,29657.251475
07/17/99,2,CISCO,2033,1003304.7879
07/17/99,3,CISCO,1893,4353848.6981
07/17/99,1,HUMPBACK,407,33368.219434
07/17/99,2,HUMPBACK,797,248817.83148
07/17/99,1,OTHER,255,19675.853822
07/17/99,1,SCHUM,1393,136765.93534
07/17/99,2,SCHUM,1668,475162.76278
07/17/99,3,SCHUM,401,4344796.5771
07/17/99,1,SHEEFISH,41,2608.0542149
07/17/99,2,SHEEFISH,75,5982.6606402
07/18/99,1,BROAD,107,44409.865411
07/18/99,1,CISCO,820,41076.335535
07/18/99,2,CISCO,897,644882.24613
07/18/99,2,HUMPBACK,2411,1648931.9436
07/18/99,1,JACK,212,13590.004884
07/18/99,1,OTHER,96,34464.050007
07/18/99,1,SCHUM,1514,148660.85228
07/18/99,2,SCHUM,2510,4203517.2675
07/18/99,3,SCHUM,3974,7928440.9671
07/19/99,1,BROAD,130,89563.59866
07/19/99,2,BROAD,307,148841.48463
07/19/99,2,CISCO,2108,2919492.1731
07/19/99,1,FCHUM,1682,424865.69978
07/19/99,2,FCHUM,3651,51515.939954
07/19/99,3,FCHUM,5182,22867.662513
07/19/99,1,HUMPBACK,274,57441.416861
07/19/99,2,HUMPBACK,2005,2489567.0876
07/19/99,1,OTHER,275,402302.15497
07/19/99,1,SHEEFISH,110,8779.6101264
07/19/99,2,SHEEFISH,226,69482.013792
07/20/99,1,CHINOOK,778,9262.3590899
07/20/99,1,FCHUM,3268,140263.9011
07/20/99,2,FCHUM,14583,826536.24011
07/20/99,3,FCHUM,5954,246782.35074
07/20/99,2,HUMPBACK,559,707951.19277
07/20/99,1,OTHER,239,2417.9692748
07/21/99,2,BROAD,162,14110.934018
07/21/99,2,CHINOOK,206,122756.53037
07/21/99,2,CISCO,2754,3925170.5373
07/21/99,1,FCHUM,4112,12314.555949
07/21/99,2,FCHUM,4089,1687068.4732
07/21/99,3,FCHUM,7940,1206684.5384
07/21/99,2,HUMPBACK,1390,7618652.4068
07/21/99,1,OTHER,60,4824.2295582
07/21/99,2,OTHER,109,7153.2384717
07/21/99,1,SHEEFISH,73,6109.9777488
07/22/99,1,BROAD,304,398283.9677
07/22/99,1,CISCO,295,43511.341887
07/22/99,2,CISCO,1102,908788.92232
07/22/99,1,FCHUM,1833,31678.934778
07/22/99,2,FCHUM,1891,808139.07616
07/22/99,3,FCHUM,3676,1026223.5484
07/22/99,1,HUMPBACK,529,236513.01056
07/22/99,2,HUMPBACK,3440,195197.41781
07/22/99,3,HUMPBACK,1250,915311.16389
07/22/99,2,PINK,485,209058.42235
07/22/99,1,SHEEFISH,118,31222.101906
07/23/99,1,CISCO,238,36408.148932
07/23/99,1,FCHUM,4105,276648.00976
07/23/99,2,FCHUM,14959,4241425.2774
07/23/99,3,FCHUM,10458,1752868.7066
07/23/99,1,OTHER,319,79439.79877
07/23/99,2,PINK,1459,1560535.5937
07/24/99,2,CHINOOK,416,172320.99559
07/24/99,2,CISCO,2615,3789184.5072
07/24/99,1,FCHUM,5543,179097.37509
07/24/99,2,FCHUM,12512,6165140.3698
07/24/99,3,FCHUM,16697,85276.071691
07/24/99,1,HUMPBACK,423,94012.285235
07/24/99,2,HUMPBACK,867,491468.82753
07/24/99,1,OTHER,65,4223.506306
07/25/99,1,CISCO,1045,125467.84723
07/25/99,2,CISCO,1111,626162.98335
07/25/99,3,CISCO,3081,5314761.4178
07/25/99,1,FCHUM,3933,90796.25576
07/25/99,2,FCHUM,10821,5190840.5764
07/25/99,3,FCHUM,10446,6329019.4338
07/25/99,2,HUMPBACK,1796,6610757.5738
07/25/99,1,SHEEFISH,132,32016.079234
07/26/99,3,CHINOOK,2833,5111817.0747
07/26/99,1,CISCO,1474,374518.60704
07/26/99,2,CISCO,878,528506.12556
07/26/99,1,FCHUM,1775,724972.90046
07/26/99,2,FCHUM,2859,1385544.6172
07/26/99,3,FCHUM,1424,11479383.165
07/26/99,1,HUMPBACK,295,288292.22915
07/26/99,2,HUMPBACK,2069,111698.17676
07/26/99,3,HUMPBACK,1808,1685844.5354
07/26/99,2,OTHER,692,449238.51688
07/26/99,1,PINK,415,92305.174625
07/27/99,2,BROAD,270,554585.24884
07/27/99,1,CHINOOK,110,17739.191328
07/27/99,1,CISCO,496,69100.72349
07/27/99,2,CISCO,1292,659565.38808
07/27/99,1,FCHUM,1046,305277.96636
07/27/99,2,FCHUM,1435,195693.7918
07/27/99,3,FCHUM,1916,5576470.4743
07/27/99,1,HUMPBACK,880,54328.600712
07/27/99,2,HUMPBACK,2613,1683456.93
07/27/99,3,HUMPBACK,1473,5555434.4604
07/27/99,1,OTHER,186,37290.856067
07/27/99,1,PINK,192,73422.344349
07/27/99,2,SHEEFISH,133,53679.214354
07/28/99,2,BROAD,339,697285.48841
07/28/99,1,CHINOOK,69,11165.23261
07/28/99,1,CISCO,312,43492.718299
07/28/99,2,CISCO,1625,829278.05009
07/28/99,1,FCHUM,658,192145.14585
07/28/99,2,FCHUM,1804,246047.72933
07/28/99,3,FCHUM,1735,5048579.8603
07/28/99,1,HUMPBACK,554,34194.989676
07/28/99,2,HUMPBACK,3286,2116626.9571
07/28/99,3,HUMPBACK,1334,5029535.1981
07/28/99,1,OTHER,117,23471.254946
07/28/99,1,PINK,121,46212.79168
07/28/99,2,SHEEFISH,167,67491.40421
07/29/99,1,CHINOOK,675,477390.34708
07/29/99,2,CISCO,1782,1842781.9237
07/29/99,1,FCHUM,1257,905383.27204
07/29/99,2,FCHUM,1398,313590.87696
07/29/99,3,FCHUM,4600,10804810.265
07/29/99,1,HUMPBACK,367,77530.982982
07/29/99,2,HUMPBACK,3034,1592343.4687
07/29/99,2,OTHER,574,390828.32493
07/30/99,2,BROAD,341,76481.575532
07/30/99,1,CISCO,340,55215.151529
07/30/99,2,CISCO,2548,3025867.1022
07/30/99,1,FCHUM,924,614946.21191
07/30/99,2,FCHUM,2089,1101040.831
07/30/99,3,FCHUM,3540,616120.393
07/30/99,1,HUMPBACK,759,306779.75137
07/30/99,2,HUMPBACK,873,739121.49307
07/30/99,1,OTHER,281,49400.054889
07/30/99,2,OTHER,441,696539.15412
07/30/99,2,PINK,519,537262.87742
07/31/99,2,BROAD,266,59680.156583
07/31/99,1,CISCO,256,41599.753654
07/31/99,2,CISCO,1989,2361146.7363
07/31/99,1,FCHUM,696,463307.80986
07/31/99,2,FCHUM,1630,859164.95235
07/31/99,3,FCHUM,3161,550260.31087
07/31/99,1,HUMPBACK,572,231131.52332
07/31/99,2,HUMPBACK,681,576751.80111
07/31/99,1,OTHER,211,37218.590495
07/31/99,2,OTHER,344,543523.92056
07/31/99,2,PINK,405,419237.34478
08/01/99,1,BROAD,61,2466.5023907
08/01/99,2,BROAD,837,2415660.8682
08/01/99,1,CISCO,211,23201.321867
08/01/99,2,CISCO,1539,3638549.6421
08/01/99,1,FCHUM,2303,473065.21995
08/01/99,2,FCHUM,12439,14729869.794
08/01/99,3,FCHUM,6091,857364.10741
08/01/99,1,HUMPBACK,391,108457.05491
08/01/99,2,HUMPBACK,828,365209.3248
08/01/99,2,OTHER,563,348862.49506
08/02/99,3,CHINOOK,1710,1530132.6969
08/02/99,1,CISCO,159,13642.701631
08/02/99,2,CISCO,3926,3428201.4062
08/02/99,1,FCHUM,4527,492691.03376
08/02/99,2,FCHUM,22422,1877913.1627
08/02/99,3,FCHUM,9276,3732831.3054
08/02/99,1,HUMPBACK,357,101230.31527
08/02/99,2,HUMPBACK,3417,1003181.2573
08/02/99,3,HUMPBACK,1444,7184250.7058
08/02/99,1,SHEEFISH,94,8935.448233
08/03/99,1,CISCO,576,52667.373723
08/03/99,2,CISCO,2994,4985646.0656
08/03/99,1,COHO,85,6016.6236328
08/03/99,1,FCHUM,2997,701178.16774
08/03/99,2,FCHUM,5529,8165615.072
08/03/99,3,FCHUM,9599,1260328.5242
08/03/99,1,HUMPBACK,559,154181.1256
08/03/99,2,HUMPBACK,5682,2434379.7625
08/03/99,3,HUMPBACK,874,1119603.0313
08/03/99,1,OTHER,116,32353.176478
08/03/99,2,OTHER,653,333382.80786
08/04/99,1,CISCO,445,40683.912957
08/04/99,2,CISCO,2150,3580150.2704
08/04/99,1,COHO,65,4647.6551775
08/04/99,1,FCHUM,2315,541638.39066
08/04/99,2,FCHUM,3970,5863659.1173
08/04/99,3,FCHUM,7989,1048942.7482
08/04/99,1,HUMPBACK,432,119100.13829
08/04/99,2,HUMPBACK,4081,1748107.5172
08/04/99,3,HUMPBACK,728,931820.12315
08/04/99,1,OTHER,89,24991.825539
08/04/99,2,OTHER,469,239399.37453
08/05/99,2,BROAD,322,188836.39215
08/05/99,2,CISCO,675,399843.94044
08/05/99,3,CISCO,971,3500748.6692
08/05/99,1,FCHUM,1151,10003.121912
08/05/99,2,FCHUM,6347,2437344.9704
08/05/99,3,FCHUM,4004,2142001.347
08/05/99,1,HUMPBACK,378,146929.4774
08/05/99,2,HUMPBACK,2921,6503151.1184
08/05/99,1,OTHER,445,151717.47043
08/05/99,3,OTHER,624,237694.34151
08/06/99,1,BROAD,156,21281.326723
08/06/99,2,BROAD,310,203647.53688
08/06/99,1,CISCO,257,45663.736377
08/06/99,2,CISCO,1478,1169879.9964
08/06/99,1,COHO,87,8110.4189241
08/06/99,2,COHO,235,104041.02422
08/06/99,1,FCHUM,987,26976.279567
08/06/99,2,FCHUM,2349,3608339.8883
08/06/99,3,FCHUM,2764,484857.51427
08/06/99,1,HUMPBACK,631,142710.18979
08/06/99,2,HUMPBACK,3024,2770598.5564
08/06/99,3,OTHER,793,347105.06453
08/07/99,2,CISCO,643,498338.7276
08/07/99,1,COHO,193,28270.163835
08/07/99,1,FCHUM,1907,440651.2213
08/07/99,2,FCHUM,1672,2227336.9208
08/07/99,3,FCHUM,2697,3849056.1535
08/07/99,1,HUMPBACK,520,681403.2814
08/07/99,2,HUMPBACK,2751,4703376.654
08/08/99,1,BROAD,175,9993.5571362
08/08/99,2,BROAD,416,152588.76764
08/08/99,1,CISCO,306,32039.248593
08/08/99,2,CISCO,403,177124.77731
08/08/99,1,COHO,182,62675.616581
08/08/99,3,COHO,611,648307.63815
08/08/99,1,FCHUM,1566,258534.90391
08/08/99,2,FCHUM,1681,227127.55359
08/08/99,3,FCHUM,2407,848358.31406
08/08/99,1,HUMPBACK,565,187456.1776
