Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
7/23/2015,0,0,0,,6686,270,0,3501,370,6416,0,846,11133,18089
7/24/2015,0,0,0,,5000,0,419,4037,461,3766,236,487,8987,14406
7/25/2015,0,114,114,,5560,0,1262,3435,284,3857,151,147,7874,14810
7/26/2015,0,185,185,,7009,0,1075,3907,396,4465,231,206,9205,17474
7/27/2015,0,120,120,,6198,88,1171,5210,216,4866,285,1145,11722,19299
7/29/2015,0,0,0,,14796,602,838,9181,205,3924,240,505,14055,30291
7/31/2015,0,0,0,,18410,412,3378,7427,48,3946,237,810,12468,34668
8/1/2015,0,0,0,,11261,281,2174,5043,40,2628,155,591,8457,22173
8/3/2015,0,0,0,,5707,669,3548,9029,411,3114,0,556,13110,23034
8/4/2015,0,0,0,,15969,1200,2368,11655,77,4853,0,1283,17868,37405
8/5/2015,0,0,0,,15144,1142,2427,11572,74,4746,0,1205,17597,36310
8/6/2015,0,0,0,,13116,1785,708,8300,946,4636,261,107,14250,29859
8/7/2015,0,0,0,,7038,1296,0,4521,399,2265,86,735,8006,16340
8/12/2015,0,0,0,,17542,571,0,1362,89,1040,0,167,2658,20771
8/13/2015,0,0,0,,44230,1272,0,2495,161,2384,0,301,5341,50843
8/19/2015,0,0,0,,1375,4037,303,2789,30,2083,89,899,5890,11605
8/20/2015,0,0,0,,1311,4015,267,2917,33,2074,99,978,6101,11694
8/23/2015,0,0,0,,8673,7018,0,7911,204,2118,0,563,10796,26487
8/24/2015,0,0,0,,7022,5608,0,6230,162,1658,0,405,8455,21085
8/27/2015,0,0,0,,19655,3465,134,3546,135,879,0,601,5161,28415
8/28/2015,0,0,0,,26466,4603,233,4821,234,1137,0,784,6976,38278
6/6/2015,661,188,849,3029,,0,0,1967,0,277,600,290,3134,7012
6/11/2015,786,167,953,16727,,0,0,955,0,1609,1856,0,4420,22100
6/12/2015,1045,0,1045,13096,,0,0,327,0,0,1479,513,2319,16460
6/13/2015,4132,0,4132,8755,,0,0,565,0,2232,775,454,4026,16913
6/14/2015,4042,0,4042,20537,,0,0,0,0,0,1164,284,1448,26027
6/16/2015,3794,1965,5759,43937,,0,0,0,0,0,1225,484,1709,51405
6/17/2015,2373,607,2980,53692,,0,0,0,0,781,1466,393,2640,59312
6/18/2015,3846,274,4120,41392,,0,0,684,0,0,889,523,2096,47608
6/19/2015,3767,639,4406,32658,,0,0,2061,0,753,780,0,3594,40658
6/20/2015,4304,2618,6922,46892,,0,0,0,0,923,0,792,1715,55529
6/21/2015,4911,3447,8358,53657,,0,0,2519,0,0,292,444,3255,65270
6/22/2015,6285,2712,8997,30005,,0,0,3800,0,732,1550,0,6082,45084
6/23/2015,2290,1934,4224,16894,,0,0,3461,0,913,701,2887,7962,29080
6/24/2015,4012,2546,6558,8957,,0,0,1773,0,1668,2135,3339,8915,24430
6/27/2015,6829,726,7555,140561,,0,0,6619,0,7731,387,970,15707,163823
6/29/2015,8116,4304,12420,134559,,0,0,6976,0,1915,1062,1776,11729,158708
7/2/2015,3166,775,3941,31459,,0,0,4870,0,633,219,4242,9964,45364
7/4/2015,1506,607,2113,63322,,0,1225,841,0,1896,843,2136,5716,72376
7/11/2015,388,186,574,30411,,0,184,11843,0,8905,307,878,21933,53102
7/12/2015,238,114,352,14933,,0,113,6941,0,4903,189,548,12581,27979
8/2/2015,153,0,153,,3386,349,2602,7272,0,3817,97,416,11602,18092
8/17/2015,148,0,148,,4440,4350,126,8309,0,1863,0,1245,11417,20481
5/30/2015,0,0,0,,0,0,0,725,0,234,1058,0,2017,2112
7/28/2015,0,0,0,,4194,329,2728,7338,0,2901,109,504,10852,18103
7/30/2015,0,0,0,,17204,417,855,9364,0,7964,0,98,17426,35902
8/8/2015,0,0,0,,5530,1074,423,5643,0,1458,142,734,7977,15004
8/9/2015,0,0,0,,4790,994,320,4746,0,1327,120,692,6885,12989
8/10/2015,0,0,0,,5130,1556,0,2071,0,3920,0,456,6447,13133
8/11/2015,0,0,0,,4986,1982,765,1171,0,3157,0,874,5202,12935
8/14/2015,0,0,0,,48708,4769,298,3461,0,1233,169,1389,6252,60027
8/15/2015,0,0,0,,27217,7866,0,2486,0,2051,0,1552,6089,41172
8/16/2015,0,0,0,,18801,5515,0,1987,0,1352,0,1146,4485,28801
8/18/2015,0,0,0,,3301,4825,0,1680,0,1957,0,861,4498,12624
8/21/2015,0,0,0,,31714,5580,0,8511,0,3297,0,1413,13221,50515
8/22/2015,0,0,0,,33210,10651,0,11627,0,2111,0,1603,15341,59202
8/25/2015,0,0,0,,9766,7397,0,5282,0,736,0,0,6018,23181
8/26/2015,0,0,0,,6603,5920,0,2992,0,634,0,0,3626,16149
8/29/2015,0,0,0,,15575,4860,0,5557,0,2499,0,664,8720,29155
8/30/2015,0,0,0,,8444,9121,0,3128,0,2371,0,213,5712,23277
8/31/2015,0,0,0,,5274,5304,0,1676,0,1696,0,105,3477,14055
