Date,CHINOOK,JACK,ALLCHINOOK,SCHUM,FCHUM,COHO,PINK,CISCO,BROAD,HUMPBACK,SHEEFISH,OTHER,ALLOTHER,TOTAL
6/1/2018,0,0,0,645,,0,0,1212,203,0,635,439,2489,3134
6/2/2018,0,0,0,527,,0,0,922,193,0,548,417,2080,2607
6/3/2018,207,0,207,517,,0,0,888,382,0,617,590,2477,3201
6/4/2018,228,0,228,428,,0,0,891,304,0,459,399,2053,2709
6/5/2018,184,0,184,430,,0,0,771,316,0,504,473,2064,2678
6/6/2018,212,66,278,969,,0,0,874,290,0,603,627,2394,3641
6/7/2018,1058,0,1058,1639,,0,0,897,0,518,357,0,1772,4469
6/8/2018,942,0,942,3022,,0,0,1011,0,362,513,157,2043,6007
6/9/2018,1803,268,2071,7750,,0,0,543,0,494,1000,0,2037,11858
6/10/2018,3304,430,3734,17869,,0,0,0,0,451,358,149,958,22561
6/11/2018,1407,793,2200,23715,,0,0,712,791,277,626,266,2672,28587
6/12/2018,2742,1594,4336,23143,,0,0,1064,169,500,535,767,3035,30514
6/13/2018,852,185,1037,19456,,0,0,884,248,696,136,1285,3249,23742
6/14/2018,2073,526,2599,19636,,0,0,2770,310,266,110,784,4240,26475
6/15/2018,2948,712,3660,24570,,0,0,4259,604,0,591,814,6268,34498
6/16/2018,3721,849,4570,40101,,0,0,1942,0,1570,771,0,4283,48954
6/17/2018,3595,1940,5535,44118,,0,0,2151,604,1163,297,597,4812,54465
6/18/2018,5133,1291,6424,50319,,0,386,3248,0,0,399,0,3647,60776
6/19/2018,2963,620,3583,43446,,0,0,1536,840,0,1300,1370,5046,52075
6/20/2018,6261,1124,7385,54171,,0,547,1587,629,0,306,0,2522,64625
6/21/2018,3740,6594,10334,86214,,0,0,11185,0,0,685,0,11870,108418
6/22/2018,4625,1620,6245,52350,,0,0,5038,0,0,0,0,5038,63633
6/23/2018,2964,513,3477,35855,,0,0,4427,254,467,554,0,5702,45034
6/24/2018,2167,291,2458,38636,,0,349,4740,0,520,394,276,5930,47373
6/25/2018,5428,1013,6441,24714,,0,614,14837,0,0,363,0,15200,46969
6/26/2018,3719,1972,5691,68999,,0,3211,2460,0,828,352,2081,5721,83622
6/27/2018,4007,1562,5569,37894,,0,4211,6478,0,1108,731,474,8791,56465
6/28/2018,12840,1426,14266,39004,,0,5623,911,414,546,436,0,2307,61200
6/29/2018,2672,672,3344,67810,,0,5338,9979,0,1906,541,870,13296,89788
6/30/2018,9457,1748,11205,46434,,0,913,1397,0,504,816,2697,5414,63966
7/1/2018,3210,1083,4293,15864,,0,9533,9399,0,0,136,101,9636,39326
7/2/2018,2660,1548,4208,24000,,0,21444,2312,0,2257,185,351,5105,54757
7/3/2018,1367,686,2053,84649,,0,23119,5320,398,1662,1168,888,9436,119257
7/4/2018,8409,858,9267,183896,,0,31097,8155,0,986,352,1193,10686,234946
7/5/2018,2779,4114,6893,178014,,0,58545,20813,453,2717,2626,0,26609,270061
7/6/2018,2774,653,3427,62542,,0,36241,3863,720,1074,0,185,5842,108052
7/7/2018,1958,572,2530,17778,,0,16763,5241,0,1174,295,533,7243,44314
