"Year","Strata","SortID","grpID","GroupName","mean","LCI.m","UCI.m","p","LCI.p","UCI.p"
2013,1,1,4,"Lower Summer",869189.70741483,785640.13930467,953123.863178555,0.779559118236473,0.722222222222222,0.833333333333333
2013,1,2,7,"UpperKoy+Main",215621.611222445,155552.660417687,279339.790943726,0.193386773547094,0.138888888888889,0.25
2013,1,3,8,"Tanana Summer",22344.2084168337,0,46339.5236578273,0.0200400801603206,0,0.0416666666666667
2013,1,4,10,"Tanana Fall",1117.21042084168,0,7893.21476781166,0.00100200400801603,0,0.00694444444444444
2013,1,5,11,"Border US",5586.05210420842,0,16260.046179584,0.00501002004008016,0,0.0138888888888889
2013,1,6,12,"Border CA",1117.21042084168,0,7895.3017183368,0.00100200400801603,0,0.00694444444444444
2013,1,7,13,"Porcupine CA",0,0,0,0,0,0
2013,1,8,14,"Mainstem CA",1117.21042084168,0,7895.3017183368,0.00100200400801603,0,0.00694444444444444
2013,1,9,1,"Upper Canada",0,0,0,0,0,0
2013,1,10,3,"     White",0,0,0,0,0,0
2013,1,11,6,"     Teslin",0,0,0,0,0,0
2013,1,12,2,"Total Summer",1107155.52705411,1035144.21266628,1177892.48495167,0.992985971943888,0.979166666666667,1
2013,1,13,5,"Total Middle",237965.819639279,175342.011029452,304458.550931045,0.213426853707415,0.159722222222222,0.270833333333333
2013,1,14,9,"Total Fall",7820.47294589178,0,23283.8788904709,0.00701402805611222,0,0.0208333333333333
2013,1,15,15,"Fall US",6703.2625250501,0,22282.360986038,0.00601202404809619,0,0.0208333333333333
2013,1,16,16,"Mainstem + Upper CA",1117.21042084168,0,7895.3017183368,0.00100200400801603,0,0.00694444444444444
2013,1,17,17,"Border US + Canada",6703.2625250501,0,22452.2635027077,0.00601202404809619,0,0.0208333333333333
2013,1,18,18,"Total USA",1113858.78957916,1041992.96515719,1184385.73988685,0.998997995991984,0.993055555555556,1
2013,1,19,19,"Total Canada",1117.21042084168,0,7895.3017183368,0.00100200400801603,0,0.00694444444444444
2013,1,20,20,"Toklat",,,,,,
2013,1,21,21,"Upper Tanana",,,,,,
2013,1,22,22,"Border US+Border CA",,,,,,
2013,1,23,23,"Lower Summer  + Koy-Main",1084811.31863727,1011388.34900661,1157916.109964,0.972945891783567,0.951388888888889,0.993055555555556
2013,2,1,4,"Lower Summer",1038242.1021021,946659.590292921,1130229.58497277,0.860860860860861,0.8125,0.909722222222222
2013,2,2,7,"UpperKoy+Main",132798.408408408,83417.8093009058,188133.644637432,0.11011011011011,0.0694444444444444,0.152777777777778
2013,2,3,8,"Tanana Summer",21730.6486486486,0,45872.0546185304,0.018018018018018,0,0.0347222222222222
2013,2,4,10,"Tanana Fall",4829.03303303303,0,17162.7362357068,0.004004004004004,0,0.0138888888888889
2013,2,5,11,"Border US",6036.29129129129,0,17627.7407626967,0.005005005005005,0,0.0138888888888889
2013,2,6,12,"Border CA",2414.51651651652,0,8908.67212803509,0.002002002002002,0,0.00694444444444444
2013,2,7,13,"Porcupine CA",1207.25825825826,0,8524.89294524922,0.001001001001001,0,0.00694444444444444
2013,2,8,14,"Mainstem CA",1207.25825825826,0,8539.51373309401,0.001001001001001,0,0.00694444444444444
2013,2,9,1,"Upper Canada",0,0,0,0,0,0
2013,2,10,3,"     White",0,0,0,0,0,0
2013,2,11,6,"     Teslin",0,0,0,0,0,0
2013,2,12,2,"Total Summer",1192771.15915916,1109113.04368071,1277350.52768488,0.988988988988989,0.972222222222222,1
2013,2,13,5,"Total Middle",154529.057057057,101337.039136064,213832.2871354,0.128128128128128,0.0833333333333333,0.173611111111111
2013,2,14,9,"Total Fall",13279.8408408408,0,33762.3779329645,0.011011011011011,0,0.0277777777777778
2013,2,15,15,"Fall US",10865.3243243243,0,26664.885964607,0.00900900900900901,0,0.0208333333333333
2013,2,16,16,"Mainstem + Upper CA",1207.25825825826,0,8539.51373309401,0.001001001001001,0,0.00694444444444444
2013,2,17,17,"Border US + Canada",8450.80780780781,0,25353.8388919302,0.00700700700700701,0,0.0208333333333333
2013,2,18,18,"Total USA",1203636.48348348,1120329.19372067,1286735.60434389,0.997997997997998,0.993055555555555,1
2013,2,19,19,"Total Canada",2414.51651651652,0,8908.67212803509,0.002002002002002,0,0.00694444444444444
2013,2,20,20,"Toklat",,,,,,
2013,2,21,21,"Upper Tanana",,,,,,
2013,2,22,22,"Border US+Border CA",,,,,,
2013,2,23,23,"Lower Summer  + Koy-Main",1171040.51051051,1085717.41363337,1255706.98665359,0.970970970970971,0.944444444444444,0.993055555555556
2013,3,1,4,"Lower Summer",274329.84,243559.971528107,306338.789892533,0.74,0.680555555555556,0.798611111111111
2013,3,2,7,"UpperKoy+Main",43744.488,27679.2222032177,61186.3829567715,0.118,0.0763888888888889,0.159722222222222
2013,3,3,8,"Tanana Summer",43373.772,27341.9978398289,61137.0544681377,0.117,0.0763888888888889,0.159722222222222
2013,3,4,10,"Tanana Fall",2595.012,0,7732.17233750116,0.007,0,0.0208333333333333
2013,3,5,11,"Border US",3336.444,0,8286.33647409527,0.009,0,0.0208333333333333
2013,3,6,12,"Border CA",3336.444,0,8222.88489831998,0.009,0,0.0208333333333333
2013,3,7,13,"Porcupine CA",741.432,0,2761.39801363926,0.002,0,0.00694444444444444
2013,3,8,14,"Mainstem CA",2595.012,0,7704.83634045191,0.007,0,0.0208333333333333
2013,3,9,1,"Upper Canada",0,0,0,0,0,0
2013,3,10,3,"     White",0,0,0,0,0,0
2013,3,11,6,"     Teslin",0,0,0,0,0,0
2013,3,12,2,"Total Summer",361448.1,331433.059469624,391784.754295132,0.975,0.951388888888889,0.993055555555556
2013,3,13,5,"Total Middle",87118.26,64782.8409978576,110857.341475219,0.235,0.173611111111111,0.291666666666667
2013,3,14,9,"Total Fall",9267.9,2486.57114553604,18013.8901222241,0.025,0.00694444444444444,0.0486111111111111
2013,3,15,15,"Fall US",5931.456,0,12990.3740313388,0.016,0,0.0347222222222222
2013,3,16,16,"Mainstem + Upper CA",2595.012,0,7704.83634045191,0.007,0,0.0208333333333333
2013,3,17,17,"Border US + Canada",6672.888,0,13895.3985062799,0.018,0,0.0347222222222222
2013,3,18,18,"Total USA",367379.556,337467.630899869,397681.504944896,0.991,0.979166666666667,1
2013,3,19,19,"Total Canada",3336.444,0,8222.88489831998,0.009,0,0.0208333333333333
2013,3,20,20,"Toklat",,,,,,
2013,3,21,21,"Upper Tanana",,,,,,
2013,3,22,22,"Border US+Border CA",,,,,,
2013,3,23,23,"Lower Summer  + Koy-Main",318074.328,287500.424637747,349435.03047056,0.858,0.8125,0.902777777777778
2013,4,1,4,"Lower Summer",82362.3176823177,69615.2540422699,95461.2950596735,0.521478521478521,0.451388888888889,0.590277777777778
2013,4,2,7,"UpperKoy+Main",23351.7682317682,15765.7600574655,31801.7817274977,0.147852147852148,0.104166666666667,0.201388888888889
2013,4,3,8,"Tanana Summer",28874.1458541458,20683.1466892414,37854.4005759867,0.182817182817183,0.131944444444444,0.236111111111111
2013,4,4,10,"Tanana Fall",631.128871128871,0,2250.5208289111,0.003996003996004,0,0.0138888888888889
2013,4,5,11,"Border US",11518.1018981019,6197.18465913319,17527.6622513883,0.0729270729270729,0.0416666666666667,0.111111111111111
2013,4,6,12,"Border CA",10413.6263736264,5306.62261252848,16087.1479264708,0.0659340659340659,0.0347222222222222,0.104166666666667
2013,4,7,13,"Porcupine CA",9624.71528471528,4560.94250583796,15098.3675800631,0.0609390609390609,0.0277777777777778,0.0972222222222222
2013,4,8,14,"Mainstem CA",788.911088911089,0,2327.1073046937,0.00499500499500499,0,0.0138888888888889
2013,4,9,1,"Upper Canada",788.911088911089,0,2325.08971469679,0.004995004995005,0,0.0138888888888889
2013,4,10,3,"     White",631.128871128871,0,2248.18879183194,0.003996003996004,0,0.0138888888888889
2013,4,11,6,"     Teslin",157.782217782218,0,1116.68929363496,0.000999000999000999,0,0.00694444444444444
2013,4,12,2,"Total Summer",134588.231768232,121108.040352037,148840.656122836,0.852147852147852,0.798611111111111,0.895833333333333
2013,4,13,5,"Total Middle",52225.9140859141,41737.5912339258,63719.9926614878,0.330669330669331,0.270833333333333,0.395833333333333
2013,4,14,9,"Total Fall",23351.7682317682,15802.7534184413,31659.6642727938,0.147852147852148,0.104166666666667,0.201388888888889
